vertex_id,substrate,depth,resultant_mag,net_drift,direction_spread,resultant_x,resultant_y,degree,depth_bin
2323,AB_N30,0.3612174152410922,0.8047378541243652,0.8047378541333333,0.6591489993124834,0.8047378541333333,0.0,3,"(0.359, 0.379]"
2324,AB_N30,0.3371651227552104,0.8047378541243652,0.8047378541307065,0.6591489993124833,-0.5690355937333333,0.5690355937333333,3,"(0.319, 0.339]"
2325,AB_N30,0.9246681163286157,1.2500028789830253e-11,2.5000002068513127e-11,7.075073175584921,2.5000002068509275e-11,-1.3877787807814457e-17,8,"(0.917, 0.937]"
2326,AB_N30,0.27745050605245136,0.6532814824449532,0.6532814824348354,0.9227645227015114,0.6035533906,-0.249999999975,4,"(0.259, 0.279]"
2327,AB_N30,0.4651975674449984,0.6532814824449532,0.6532814824348354,0.9227645227015114,-0.6035533906,0.249999999975,4,"(0.459, 0.479]"
2328,AB_N30,0.654009431761404,0.30795984414865285,0.3079598441298062,1.5347872039118393,-0.11785113016666666,-0.28451779683333334,6,"(0.638, 0.658]"
2329,AB_N30,0.10964351789363358,0.8047378541243652,0.8047378541307065,0.6591489993124834,0.5690355937333333,-0.5690355937333333,3,"(0.0998, 0.12]"
2330,AB_N30,0.46213428941283763,0.8047378541243652,0.8047378541333333,0.6591489993124834,-0.8047378541333333,0.0,3,"(0.459, 0.479]"
2331,AB_N30,0.3752069403914349,0.6532814824449533,0.6532814824348354,0.9227645227015114,-0.249999999975,-0.6035533906,4,"(0.359, 0.379]"
2332,AB_N30,0.7043587131576965,0.4828427124746191,0.48284271248,1.2067015583088359,0.0,0.48284271248,5,"(0.698, 0.718]"
2333,AB_N30,0.3248395535283747,0.6532814824381883,0.6532814824444025,0.9227645227127335,0.6035533906,-0.25,4,"(0.319, 0.339]"
2334,AB_N30,0.42508592032663683,0.8047378541243652,0.8047378541307065,0.6591489993124833,-0.5690355937333333,0.5690355937333333,3,"(0.419, 0.439]"
2335,AB_N30,0.7687569880278062,0.14285714284704135,0.14285714283965764,1.9727697022810464,-0.10101525442857143,-0.10101525445714286,7,"(0.758, 0.778]"
2336,AB_N30,0.18659761732141067,0.8047378541243652,0.8047378541307065,0.6591489993124834,0.5690355937333333,-0.5690355937333333,3,"(0.18, 0.199]"
2337,AB_N30,0.4814086450877533,0.8047378541243652,0.8047378541333333,0.6591489993124834,-0.8047378541333333,0.0,3,"(0.479, 0.499]"
2338,AB_N30,0.49082896954617095,0.6532814824449533,0.6532814824348354,0.9227645227015114,-0.249999999975,-0.6035533906,4,"(0.479, 0.499]"
2339,AB_N30,0.6015172924368959,0.6532814824150912,0.6532814823982086,0.922764522751048,0.25,0.60355339055,4,"(0.598, 0.618]"
