vertex_id,degree,vertex_type,depth,balance_mag,balance_angle,gap_angle_rad,gap_angle_deg,gap_direction,cos_gap_alignment,perp_x,perp_y,type_rank
3338,5,C,0.5517468505742478,0.6472135955104829,3.141592653589793,3.7699111843524094,216.0000000025587,0.0,-1.0,0.94427191,0.0404888274,2
3339,4,D,0.6466177939249086,0.24999999999750325,-1.256637061444326,2.5132741228804707,144.00000000049482,1.8849555921495578,-1.0,0.1352549156,0.6282740797,3
3340,5,C,0.556536282067069,0.6472135954946752,1.2566370614332651,3.7699111842991155,215.99999999950518,-1.8849555921495578,-1.0,-0.05572809,-0.6860537006,2
3341,3,E,0.3795877448093985,0.8726779962533492,0.0,5.026548245760941,288.00000000098964,3.141592653589793,-1.0,-0.8647450844,-0.0982684483,4
3342,3,E,0.385223831003928,0.8726779962543398,2.5132741228820334,5.026548245765998,288.0000000012793,-0.6283185307067946,-1.0,0.94427191,-0.6860537006,4
3343,5,C,0.9200132822378363,6.463851676130616e-12,3.141592653589793,1.2566370614668823,72.00000000177417,-1.2566370614427635,,0.1352549156,-0.0982684483,2
3344,3,E,0.5676905207004697,0.5393446629138937,1.2566370614237667,3.7699111842991155,215.99999999950518,-1.8849555921495578,-1.0,-0.3647450844,-0.4615397123,4
3345,5,C,0.20034633569501525,0.6472135955104827,0.0,3.7699111843524094,216.0000000025587,3.141592653589793,-1.0,-1.1737620788,0.12624554,2
3346,5,C,0.6071191344292621,0.6472135954999785,2.513274122877129,3.769911184294059,215.99999999921548,-0.6283185307334411,-1.0,0.6352549156,-0.4615397123,2
3347,6,B,0.7829591944797998,0.16666666669143035,0.0,1.2566370615086946,72.00000000416983,-2.513274122835446,-0.8090169943535587,-0.1737620788,0.12624554,1
3348,7,A,0.7898963619553809,0.23114771267738307,1.2566370614237667,1.2566370614668823,72.00000000177417,-1.8849555921470296,-1.0,-0.05572809,-0.237025724,0
3349,3,E,0.35577654863421637,0.8726779962692001,-2.5000006580599967e-11,5.026548245841843,288.00000000562494,3.1415926535493424,-1.0,-0.8647450844,0.3507595283,4
3350,3,E,0.5252019296983476,0.8726779962543398,2.5132741228820334,5.026548245765998,288.0000000012793,-0.6283185307067946,-1.0,0.94427191,-0.237025724,4
3351,5,C,0.8089231465684077,1.3440051982102007e-11,-1.3421206954536076,1.2566370615477838,72.00000000640948,1.2566370614023126,,0.1352549156,0.3507595283,2
3352,5,C,0.39943481055287633,0.6472135954946752,1.2566370614332651,3.7699111842991155,215.99999999950518,-1.8849555921495578,-1.0,-0.05572809,-0.963568252,2
3353,3,E,0.339652437879716,0.8726779962692001,-2.5000006580599967e-11,5.026548245841843,288.00000000562494,3.1415926535493424,-1.0,-0.8647450844,-0.3757829997,4
3354,3,E,0.2638150941385389,0.8726779962543398,2.5132741228820334,5.026548245765998,288.0000000012793,-0.6283185307067946,-1.0,0.94427191,-0.963568252,4
3355,4,D,0.7601137531539619,0.24999999998107408,1.2566370614038753,2.5132741228804707,144.00000000049482,-1.8849555921495578,-1.0,0.1352549156,-0.3757829997,3
3356,6,B,0.8235257401460533,0.16666666665820082,-0.6283185305844239,1.2566370615477842,72.00000000640951,-1.8849555921874805,0.30901699421598844,-0.05572809,0.2120022525,1
3357,5,C,0.23537427441744274,0.6472135954999785,-0.6283185307126645,3.769911184294059,215.99999999921548,2.513274122856352,-1.0,-0.8647450844,0.7997875048,2
3358,5,C,0.539095635479998,0.6472135955199934,3.141592653569568,3.7699111843524094,216.0000000025587,0.0,-1.0,0.94427191,0.2120022525,2
3359,3,E,0.5459746605636111,0.5393446629138938,-1.8849555921660264,3.7699111842991155,215.99999999950518,1.2566370614402351,-1.0,0.1352549156,0.7997875048,4
3360,5,C,0.6508062286062666,0.6472135954946752,1.2566370614332651,3.7699111842991155,215.99999999950518,-1.8849555921495578,-1.0,-0.05572809,-0.5145402755,2
3361,3,E,0.38360267256880676,0.8726779962533492,0.0,5.026548245760941,288.00000000098964,3.141592653589793,-1.0,-0.8647450844,0.0732449768,4
3362,3,E,0.44934043291452064,0.8726779962543398,2.5132741228820334,5.026548245765998,288.0000000012793,-0.6283185307067946,-1.0,0.94427191,-0.5145402755,4
