index,n0,n1,n2,n3,x,y,perp_x,perp_y,perp_r,k_sum_mod5
18319,19,27,19,-3,40.2132034356,35.9705627485,-2.0751034356,-1.9367372515,2.8384864717,2
18320,19,27,19,-2,39.5060966544,36.6776695297,-1.3679966544,-1.2296304703,1.8394036914,3
18321,19,27,19,-1,38.7989898732,37.3847763109,-0.6608898732,-0.5225236891,0.8425001070,4
18322,19,27,20,-2,39.5060966544,37.6776695297,-1.3679966544,-2.2296304703,2.6158491701,4
18323,19,27,20,-1,38.7989898732,38.3847763109,-0.6608898732,-1.5225236891,1.6597752283,0
18324,19,27,20,0,38.0918830920,39.0918830920,0.0462169080,-0.8154169080,0.8167256188,1
18325,19,27,21,-1,38.7989898732,39.3847763109,-0.6608898732,-2.5225236891,2.6076620155,1
18326,19,27,21,0,38.0918830920,40.0918830920,0.0462169080,-1.8154169080,1.8160051080,2
18327,19,28,20,-2,40.2132034356,38.3847763109,-2.0751034356,-1.5225236891,2.5737390412,0
18328,19,28,20,-1,39.5060966544,39.0918830920,-1.3679966544,-0.8154169080,1.5925826761,1
18329,19,28,21,-1,39.5060966544,40.0918830920,-1.3679966544,-1.8154169080,2.2731373465,2
18330,19,28,21,0,38.7989898732,40.7989898732,-0.6608898732,-1.1083101268,1.2903979083,3
18331,19,28,22,0,38.7989898732,41.7989898732,-0.6608898732,-2.1083101268,2.2094675864,4
18332,19,28,22,1,38.0918830920,42.5060966544,0.0462169080,-1.4012033456,1.4019653413,0
18333,19,29,21,-1,40.2132034356,40.7989898732,-2.0751034356,-1.1083101268,2.3525317438,3
18334,19,29,21,0,39.5060966544,41.5060966544,-1.3679966544,-0.4012033456,1.4256152956,4
18335,19,29,22,0,39.5060966544,42.5060966544,-1.3679966544,-1.4012033456,1.9582608769,0
18336,19,29,22,1,38.7989898732,43.2132034356,-0.6608898732,-0.6940965644,0.9584077761,1
18337,19,29,23,0,39.5060966544,43.5060966544,-1.3679966544,-2.4012033456,2.7635470601,1
18338,19,29,23,1,38.7989898732,44.2132034356,-0.6608898732,-1.6940965644,1.8184440036,2
18339,19,29,23,2,38.0918830920,44.9203102168,0.0462169080,-0.9869897832,0.9880712701,3
18340,19,29,24,2,38.0918830920,45.9203102168,0.0462169080,-1.9869897832,1.9875272077,4
18341,19,30,23,0,40.2132034356,44.2132034356,-2.0751034356,-1.6940965644,2.6788089588,2
18342,19,30,23,1,39.5060966544,44.9203102168,-1.3679966544,-0.9869897832,1.6868798649,3
18343,19,30,23,2,38.7989898732,45.6274169980,-0.6608898732,-0.2798830020,0.7177115851,4
18344,19,30,24,1,39.5060966544,45.9203102168,-1.3679966544,-1.9869897832,2.4123729490,4
18345,19,30,24,2,38.7989898732,46.6274169980,-0.6608898732,-1.2798830020,1.4404429608,0
18346,19,30,25,2,38.7989898732,47.6274169980,-0.6608898732,-2.2798830020,2.3737400716,1
18347,19,30,25,3,38.0918830920,48.3345237792,0.0462169080,-1.5727762208,1.5734551291,2
18348,19,31,24,1,40.2132034356,46.6274169980,-2.0751034356,-1.2798830020,2.4380637332,0
18349,19,31,24,2,39.5060966544,47.3345237792,-1.3679966544,-0.5727762208,1.4830669053,1
18350,19,31,25,2,39.5060966544,48.3345237792,-1.3679966544,-1.5727762208,2.0844759263,2
18351,19,31,25,3,38.7989898732,49.0416305603,-0.6608898732,-0.8656694397,1.0891092706,3
18352,19,31,26,2,39.5060966544,49.3345237792,-1.3679966544,-2.5727762208,2.9138620985,3
18353,19,31,26,3,38.7989898732,50.0416305603,-0.6608898732,-1.8656694397,1.9792670064,4
18354,19,31,26,4,38.0918830920,50.7487373415,0.0462169080,-1.1585626585,1.1594841250,0
18355,19,32,25,2,40.2132034356,49.0416305603,-2.0751034356,-0.8656694397,2.2484300850,3
18356,19,32,26,2,40.2132034356,50.0416305603,-2.0751034356,-1.8656694397,2.7904796589,4
18357,19,32,26,3,39.5060966544,50.7487373415,-1.3679966544,-1.1585626585,1.7926746163,0
18358,19,32,26,4,38.7989898732,51.4558441227,-0.6608898732,-0.4514558773,0.8003673117,1
18359,19,32,27,3,39.5060966544,51.7487373415,-1.3679966544,-2.1585626585,2.5555444815,1
18360,19,32,27,4,38.7989898732,52.4558441227,-0.6608898732,-1.4514558773,1.5948352856,2
18361,19,32,28,4,38.7989898732,53.4558441227,-0.6608898732,-2.4514558773,2.5389784053,3
18362,19,32,28,5,38.0918830920,54.1629509039,0.0462169080,-1.7443490961,1.7449612522,4
18363,19,33,27,3,40.2132034356,52.4558441227,-2.0751034356,-1.4514558773,2.5323464281,2
18364,19,33,27,4,39.5060966544,53.1629509039,-1.3679966544,-0.7443490961,1.5573921867,3
18365,19,33,28,4,39.5060966544,54.1629509039,-1.3679966544,-1.7443490961,2.2167924160,4
18366,19,33,28,5,38.7989898732,54.8700576851,-0.6608898732,-1.0372423149,1.2298971682,0
18367,19,33,29,5,38.7989898732,55.8700576851,-0.6608898732,-2.0372423149,2.1417590140,1
18368,19,33,29,6,38.0918830920,56.5771644663,0.0462169080,-1.3301355337,1.3309382182,2
18369,19,34,28,4,40.2132034356,54.8700576851,-2.0751034356,-1.0372423149,2.3198978185,0
18370,19,34,28,5,39.5060966544,55.5771644663,-1.3679966544,-0.3301355337,1.4072683884,1
18371,19,34,29,4,40.2132034356,55.8700576851,-2.0751034356,-2.0372423149,2.9079908043,1
18372,19,34,29,5,39.5060966544,56.5771644663,-1.3679966544,-1.3301355337,1.9080553935,2
18373,19,34,29,6,38.7989898732,57.2842712475,-0.6608898732,-0.6230287525,0.9082622149,3
18374,19,34,30,5,39.5060966544,57.5771644663,-1.3679966544,-2.3301355337,2.7020263603,3
18375,19,34,30,6,38.7989898732,58.2842712475,-0.6608898732,-1.6230287525,1.7524262484,4
18376,19,34,30,7,38.0918830920,58.9913780286,0.0462169080,-0.9159219714,0.9170872697,0
18377,19,34,31,7,38.0918830920,59.9913780286,0.0462169080,-1.9159219714,1.9164793249,1
18378,19,35,30,5,40.2132034356,58.2842712475,-2.0751034356,-1.6230287525,2.6344404719,4
18379,19,35,30,6,39.5060966544,58.9913780286,-1.3679966544,-0.9159219714,1.6463073541,0
18380,19,35,30,7,38.7989898732,59.6984848098,-0.6608898732,-0.2088151902,0.6930939389,1
18381,19,35,31,6,39.5060966544,59.9913780286,-1.3679966544,-1.9159219714,2.3541817786,1
18382,19,35,31,7,38.7989898732,60.6984848098,-0.6608898732,-1.2088151902,1.3776826879,2
18383,19,35,32,7,38.7989898732,61.6984848098,-0.6608898732,-2.2088151902,2.3055671686,3
18384,19,35,32,8,38.0918830920,62.4055915910,0.0462169080,-1.5017084090,1.5024194315,4
18385,19,36,31,6,40.2132034356,60.6984848098,-2.0751034356,-1.2088151902,2.4015179434,2
18386,19,36,31,7,39.5060966544,61.4055915910,-1.3679966544,-0.5017084090,1.4570951150,3
18387,19,36,32,7,39.5060966544,62.4055915910,-1.3679966544,-1.5017084090,2.0313894240,4
18388,19,36,32,8,38.7989898732,63.1126983722,-0.6608898732,-0.7946016278,1.0335217324,0
18389,19,36,33,7,39.5060966544,63.4055915910,-1.3679966544,-2.5017084090,2.8513084382,0
18390,19,36,33,8,38.7989898732,64.1126983722,-0.6608898732,-1.7946016278,1.9124252736,1
18391,19,36,33,9,38.0918830920,64.8198051534,0.0462169080,-1.0874948466,1.0884764784,2
18392,19,37,32,7,40.2132034356,63.1126983722,-2.0751034356,-0.7946016278,2.2220364568,0
18393,19,37,33,7,40.2132034356,64.1126983722,-2.0751034356,-1.7946016278,2.7434739421,1
18394,19,37,33,8,39.5060966544,64.8198051534,-1.3679966544,-1.0874948466,1.7475868756,2
18395,19,37,33,9,38.7989898732,65.5269119346,-0.6608898732,-0.3803880654,0.7625421332,3
18396,19,37,34,8,39.5060966544,65.8198051534,-1.3679966544,-2.0874948466,2.4958063990,3
18397,19,37,34,9,38.7989898732,66.5269119346,-0.6608898732,-1.3803880654,1.5304400137,4
18398,19,37,35,9,38.7989898732,67.5269119346,-0.6608898732,-2.3803880654,2.4704296724,0
18399,19,37,35,10,38.0918830920,68.2340187158,0.0462169080,-1.6732812842,1.6739194302,1
18400,20,-8,-31,-37,40.5060966544,-62.8198051534,-0.3679966544,-0.7271051534,0.8149254210,4
18401,20,-8,-30,-37,40.5060966544,-61.8198051534,-0.3679966544,-1.7271051534,1.7658747828,0
18402,20,-7,-30,-37,41.2132034356,-61.1126983722,-1.0751034356,-1.0199983722,1.4819730350,1
18403,20,-7,-29,-37,41.2132034356,-60.1126983722,-1.0751034356,-2.0199983722,2.2882833786,2
18404,20,-7,-29,-36,40.5060966544,-59.4055915910,-0.3679966544,-1.3128915910,1.3634903254,3
18405,20,-7,-28,-36,40.5060966544,-58.4055915910,-0.3679966544,-2.3128915910,2.3419839986,4
18406,20,-6,-29,-37,41.9203102168,-59.4055915910,-1.7822102168,-1.3128915910,2.2135847819,3
18407,20,-6,-29,-36,41.2132034356,-58.6984848098,-1.0751034356,-0.6057848098,1.2340269985,4
18408,20,-6,-28,-37,41.9203102168,-58.4055915910,-1.7822102168,-2.3128915910,2.9198871157,4
18409,20,-6,-28,-36,41.2132034356,-57.6984848098,-1.0751034356,-1.6057848098,1.9324575682,0
18410,20,-6,-28,-35,40.5060966544,-56.9913780286,-0.3679966544,-0.8986780286,0.9711043903,1
18411,20,-6,-27,-36,41.2132034356,-56.6984848098,-1.0751034356,-2.6057848098,2.8188582569,1
18412,20,-6,-27,-35,40.5060966544,-55.9913780286,-0.3679966544,-1.8986780286,1.9340113221,2
18413,20,-5,-28,-36,41.9203102168,-56.9913780286,-1.7822102168,-0.8986780286,1.9959698034,1
18414,20,-5,-27,-36,41.9203102168,-55.9913780286,-1.7822102168,-1.8986780286,2.6040836226,2
18415,20,-5,-27,-35,41.2132034356,-55.2842712475,-1.0751034356,-1.1915712475,1.6048954592,3
18416,20,-5,-27,-34,40.5060966544,-54.5771644663,-0.3679966544,-0.4844644663,0.6083809306,4
18417,20,-5,-26,-35,41.2132034356,-54.2842712475,-1.0751034356,-2.1915712475,2.4410718814,4
18418,20,-5,-26,-34,40.5060966544,-53.5771644663,-0.3679966544,-1.4844644663,1.5293973615,0
18419,20,-5,-25,-34,40.5060966544,-52.5771644663,-0.3679966544,-2.4844644663,2.5115702701,1
18420,20,-4,-26,-35,41.9203102168,-53.5771644663,-1.7822102168,-1.4844644663,2.3194628707,0
18421,20,-4,-26,-34,41.2132034356,-52.8700576851,-1.0751034356,-0.7773576851,1.3266998032,1
18422,20,-4,-25,-34,41.2132034356,-51.8700576851,-1.0751034356,-1.7773576851,2.0772211577,2
18423,20,-4,-25,-33,40.5060966544,-51.1629509039,-0.3679966544,-1.0702509039,1.1317502087,3
18424,20,-4,-24,-33,40.5060966544,-50.1629509039,-0.3679966544,-2.0702509039,2.1027031038,4
18425,20,-3,-25,-34,41.9203102168,-51.1629509039,-1.7822102168,-1.0702509039,2.0788723516,3
18426,20,-3,-25,-33,41.2132034356,-50.4558441227,-1.0751034356,-0.3631441227,1.1347779744,4
18427,20,-3,-24,-34,41.9203102168,-50.1629509039,-1.7822102168,-2.0702509039,2.7317049734,4
18428,20,-3,-24,-33,41.2132034356,-49.4558441227,-1.0751034356,-1.3631441227,1.7360902328,0
18429,20,-3,-24,-32,40.5060966544,-48.7487373415,-0.3679966544,-0.6560373415,0.7522011241,1
18430,20,-3,-23,-33,41.2132034356,-48.4558441227,-1.0751034356,-2.3631441227,2.5962083010,1
18431,20,-3,-23,-32,40.5060966544,-47.7487373415,-0.3679966544,-1.6560373415,1.6964319067,2
18432,20,-2,-24,-33,41.9203102168,-48.7487373415,-1.7822102168,-0.6560373415,1.8991203886,1
18433,20,-2,-23,-33,41.9203102168,-47.7487373415,-1.7822102168,-1.6560373415,2.4328446176,2
18434,20,-2,-23,-32,41.2132034356,-47.0416305603,-1.0751034356,-0.9489305603,1.4339862641,3
18435,20,-2,-22,-32,41.2132034356,-46.0416305603,-1.0751034356,-1.9489305603,2.2257982223,4
18436,20,-2,-22,-31,40.5060966544,-45.3345237792,-0.3679966544,-1.2418237792,1.2952018515,0
18437,20,-2,-21,-31,40.5060966544,-44.3345237792,-0.3679966544,-2.2418237792,2.2718264446,1
18438,20,-1,-22,-32,41.9203102168,-45.3345237792,-1.7822102168,-1.2418237792,2.1721877348,0
18439,20,-1,-22,-31,41.2132034356,-44.6274169980,-1.0751034356,-0.5347169980,1.2007371341,1
18440,20,-1,-21,-32,41.9203102168,-44.3345237792,-1.7822102168,-2.2418237792,2.8639216319,1
18441,20,-1,-21,-31,41.2132034356,-43.6274169980,-1.0751034356,-1.5347169980,1.8738206054,2
18442,20,-1,-21,-30,40.5060966544,-42.9203102168,-0.3679966544,-0.8276102168,0.9057373839,3
18443,20,-1,-20,-31,41.2132034356,-42.6274169980,-1.0751034356,-2.5347169980,2.7532957809,3
18444,20,-1,-20,-30,40.5060966544,-41.9203102168,-0.3679966544,-1.8276102168,1.8642909221,4
18445,20,0,-21,-31,41.9203102168,-42.9203102168,-1.7822102168,-0.8276102168,1.9649966737,3
18446,20,0,-20,-31,41.9203102168,-41.9203102168,-1.7822102168,-1.8276102168,2.5527303738,4
18447,20,0,-20,-30,41.2132034356,-41.2132034356,-1.0751034356,-1.1205034356,1.5528603757,0
18448,20,0,-20,-29,40.5060966544,-40.5060966544,-0.3679966544,-0.4133966544,0.5534603252,1
18449,20,0,-19,-30,41.2132034356,-40.2132034356,-1.0751034356,-2.1205034356,2.3774739152,1
18450,20,0,-19,-29,40.5060966544,-39.5060966544,-0.3679966544,-1.4133966544,1.4605175933,2
18451,20,0,-18,-29,40.5060966544,-38.5060966544,-0.3679966544,-2.4133966544,2.4412916559,3
18452,20,1,-19,-30,41.9203102168,-39.5060966544,-1.7822102168,-1.4133966544,2.2746347750,2
18453,20,1,-19,-29,41.2132034356,-38.7989898732,-1.0751034356,-0.7062898732,1.2863486239,3
18454,20,1,-18,-29,41.2132034356,-37.7989898732,-1.0751034356,-1.7062898732,2.0167480082,4
18455,20,1,-18,-28,40.5060966544,-37.0918830920,-0.3679966544,-0.9991830920,1.0647949986,0
18456,20,1,-17,-28,40.5060966544,-36.0918830920,-0.3679966544,-1.9991830920,2.0327701722,1
18457,20,2,-18,-29,41.9203102168,-37.0918830920,-1.7822102168,-0.9991830920,2.0431936052,0
18458,20,2,-18,-28,41.2132034356,-36.3847763109,-1.0751034356,-0.2920763109,1.1140717969,1
18459,20,2,-17,-29,41.9203102168,-36.0918830920,-1.7822102168,-1.9991830920,2.6782468692,1
18460,20,2,-17,-28,41.2132034356,-35.3847763109,-1.0751034356,-1.2920763109,1.6808654290,2
18461,20,2,-17,-27,40.5060966544,-34.6776695297,-0.3679966544,-0.5849695297,0.6910939793,3
18462,20,2,-16,-28,41.2132034356,-34.3847763109,-1.0751034356,-2.2920763109,2.5316913738,3
18463,20,2,-16,-27,40.5060966544,-33.6776695297,-0.3679966544,-1.5849695297,1.6271293580,4
18464,20,3,-17,-28,41.9203102168,-34.6776695297,-1.7822102168,-0.5849695297,1.8757565427,3
18465,20,3,-16,-28,41.9203102168,-33.6776695297,-1.7822102168,-1.5849695297,2.3850370368,4
18466,20,3,-16,-27,41.2132034356,-32.9705627485,-1.0751034356,-0.8778627485,1.3879806924,0
18467,20,3,-15,-27,41.2132034356,-31.9705627485,-1.0751034356,-1.8778627485,2.1638428546,1
18468,20,3,-15,-26,40.5060966544,-31.2634559673,-0.3679966544,-1.1707559673,1.2272290221,2
18469,20,3,-14,-26,40.5060966544,-30.2634559673,-0.3679966544,-2.1707559673,2.2017272781,3
18470,20,4,-15,-27,41.9203102168,-31.2634559673,-1.7822102168,-1.1707559673,2.1323561597,2
18471,20,4,-15,-26,41.2132034356,-30.5563491861,-1.0751034356,-0.4636491861,1.1708193563,3
18472,20,4,-14,-27,41.9203102168,-30.2634559673,-1.7822102168,-2.1707559673,2.8086393016,3
18473,20,4,-14,-26,41.2132034356,-29.5563491861,-1.0751034356,-1.4636491861,1.8160716773,4
18474,20,4,-14,-25,40.5060966544,-28.8492424049,-0.3679966544,-0.7565424049,0.8412953988,0
18475,20,4,-13,-26,41.2132034356,-28.5563491861,-1.0751034356,-2.4636491861,2.6880131528,0
18476,20,4,-13,-25,40.5060966544,-27.8492424049,-0.3679966544,-1.7565424049,1.7946762265,1
18477,20,5,-14,-26,41.9203102168,-28.8492424049,-1.7822102168,-0.7565424049,1.9361378224,0
18478,20,5,-13,-26,41.9203102168,-27.8492424049,-1.7822102168,-1.7565424049,2.5023417986,1
18479,20,5,-13,-25,41.2132034356,-27.1421356237,-1.0751034356,-1.0494356237,1.5023856115,2
18480,20,5,-13,-24,40.5060966544,-26.4350288425,-0.3679966544,-0.3423288425,0.5026037943,3
18481,20,5,-12,-25,41.2132034356,-26.1421356237,-1.0751034356,-2.0494356237,2.3143106475,3
18482,20,5,-12,-24,40.5060966544,-25.4350288425,-0.3679966544,-1.3423288425,1.3918578445,4
18483,20,5,-11,-24,40.5060966544,-24.4350288425,-0.3679966544,-2.3423288425,2.3710600887,0
18484,20,6,-12,-25,41.9203102168,-25.4350288425,-1.7822102168,-1.3423288425,2.2311700918,4
18485,20,6,-12,-24,41.2132034356,-24.7279220614,-1.0751034356,-0.6352220614,1.2487411519,0
18486,20,6,-11,-24,41.2132034356,-23.7279220614,-1.0751034356,-1.6352220614,1.9569871198,1
18487,20,6,-11,-23,40.5060966544,-23.0208152802,-0.3679966544,-0.9281152802,0.9984084890,2
18488,20,6,-10,-23,40.5060966544,-22.0208152802,-0.3679966544,-1.9281152802,1.9629187633,3
18489,20,7,-11,-24,41.9203102168,-23.0208152802,-1.7822102168,-0.9281152802,2.0093957376,2
18490,20,7,-11,-23,41.2132034356,-22.3137084990,-1.0751034356,-0.2210084990,1.0975846910,3
18491,20,7,-10,-24,41.9203102168,-22.0208152802,-1.7822102168,-1.9281152802,2.6256240764,3
18492,20,7,-10,-23,41.2132034356,-21.3137084990,-1.0751034356,-1.2210084990,1.6268709696,4
18493,20,7,-10,-22,40.5060966544,-20.6066017178,-0.3679966544,-0.5139017178,0.6320731866,0
18494,20,7,-9,-23,41.2132034356,-20.3137084990,-1.0751034356,-2.2210084990,2.4675344273,0
18495,20,7,-9,-22,40.5060966544,-19.6066017178,-0.3679966544,-1.5139017178,1.5579858628,1
18496,20,8,-10,-23,41.9203102168,-20.6066017178,-1.7822102168,-0.5139017178,1.8548229652,0
18497,20,8,-9,-23,41.9203102168,-19.6066017178,-1.7822102168,-1.5139017178,2.3384122109,1
18498,20,8,-9,-22,41.2132034356,-18.8994949366,-1.0751034356,-0.8067949366,1.3441597624,2
18499,20,8,-8,-22,41.2132034356,-17.8994949366,-1.0751034356,-1.8067949366,2.1024641115,3
18500,20,8,-8,-21,40.5060966544,-17.1923881554,-0.3679966544,-1.0996881554,1.1596273440,4
18501,20,8,-7,-21,40.5060966544,-16.1923881554,-0.3679966544,-2.0996881554,2.1316922591,0
18502,20,9,-8,-22,41.9203102168,-17.1923881554,-1.7822102168,-1.0996881554,2.0941793849,4
18503,20,9,-8,-21,41.2132034356,-16.4852813742,-1.0751034356,-0.3925813742,1.1445381307,0
18504,20,9,-7,-22,41.9203102168,-16.1923881554,-1.7822102168,-2.0996881554,2.7540812637,0
18505,20,9,-7,-21,41.2132034356,-15.4852813742,-1.0751034356,-1.3925813742,1.7592982354,1
18506,20,9,-7,-20,40.5060966544,-14.7781745931,-0.3679966544,-0.6854745931,0.7780083260,2
18507,20,9,-6,-21,41.2132034356,-14.4852813742,-1.0751034356,-2.3925813742,2.6230312674,2
18508,20,9,-6,-20,40.5060966544,-13.7781745931,-0.3679966544,-1.6854745931,1.7251800316,3
18509,20,10,-7,-21,41.9203102168,-14.7781745931,-1.7822102168,-0.6854745931,1.9094891135,2
18510,20,10,-6,-21,41.9203102168,-13.7781745931,-1.7822102168,-1.6854745931,2.4529773461,3
18511,20,10,-6,-20,41.2132034356,-13.0710678119,-1.0751034356,-0.9783678119,1.4536337133,4
18512,20,10,-5,-20,41.2132034356,-12.0710678119,-1.0751034356,-1.9783678119,2.2516186614,0
18513,20,10,-5,-19,40.5060966544,-11.3639610307,-0.3679966544,-1.2712610307,1.3234523587,1
18514,20,10,-4,-19,40.5060966544,-10.3639610307,-0.3679966544,-2.2712610307,2.3008798767,2
18515,20,11,-5,-20,41.9203102168,-11.3639610307,-1.7822102168,-1.2712610307,2.1891500325,1
18516,20,11,-5,-19,41.2132034356,-10.6568542495,-1.0751034356,-0.5641542495,1.2141323711,2
18517,20,11,-4,-20,41.9203102168,-10.3639610307,-1.7822102168,-2.2712610307,2.8870226751,2
18518,20,11,-4,-19,41.2132034356,-9.6568542495,-1.0751034356,-1.5641542495,1.8980057728,3
18519,20,11,-4,-18,40.5060966544,-8.9497474683,-0.3679966544,-0.8570474683,0.9327121210,4
18520,20,11,-3,-19,41.2132034356,-8.6568542495,-1.0751034356,-2.5641542495,2.7804198266,4
18521,20,11,-3,-18,40.5060966544,-7.9497474683,-0.3679966544,-1.8570474683,1.8931579008,0
18522,20,12,-4,-19,41.9203102168,-8.9497474683,-1.7822102168,-0.8570474683,1.9775751869,4
18523,20,12,-3,-19,41.9203102168,-7.9497474683,-1.7822102168,-1.8570474683,2.5738878290,0
18524,20,12,-3,-18,41.2132034356,-7.2426406871,-1.0751034356,-1.1499406871,1.5742334583,1
18525,20,12,-3,-17,40.5060966544,-6.5355339059,-0.3679966544,-0.4428339059,0.5757806925,2
18526,20,12,-2,-18,41.2132034356,-6.2426406871,-1.0751034356,-2.1499406871,2.4037662855,2
18527,20,12,-2,-17,40.5060966544,-5.5355339059,-0.3679966544,-1.4428339059,1.4890235786,3
18528,20,12,-1,-17,40.5060966544,-4.5355339059,-0.3679966544,-2.4428339059,2.4703965329,4
18529,20,13,-2,-18,41.9203102168,-5.5355339059,-1.7822102168,-1.4428339059,2.2930422885,3
18530,20,13,-2,-17,41.2132034356,-4.8284271247,-1.0751034356,-0.7357271247,1.3027439500,4
18531,20,13,-1,-17,41.2132034356,-3.8284271247,-1.0751034356,-1.7357271247,2.0417139978,0
18532,20,13,-1,-16,40.5060966544,-3.1213203436,-0.3679966544,-1.0286203436,1.0924657198,1
18533,20,13,0,-16,40.5060966544,-2.1213203436,-0.3679966544,-2.0286203436,2.0617279248,2
18534,20,14,-1,-17,41.9203102168,-3.1213203436,-1.7822102168,-1.0286203436,2.0577495154,1
18535,20,14,-1,-16,41.2132034356,-2.4142135624,-1.0751034356,-0.3215135624,1.1221489955,2
18536,20,14,0,-17,41.9203102168,-2.1213203436,-1.7822102168,-2.0286203436,2.7002914204,2
18537,20,14,0,-16,41.2132034356,-1.4142135624,-1.0751034356,-1.3215135624,1.7035978084,3
18538,20,14,0,-15,40.5060966544,-0.7071067812,-0.3679966544,-0.6144067812,0.7161824002,4
18539,20,14,1,-16,41.2132034356,-0.4142135624,-1.0751034356,-2.3215135624,2.5583730411,4
18540,20,14,1,-15,40.5060966544,0.2928932188,-0.3679966544,-1.6144067812,1.6558172583,0
18541,20,15,0,-16,41.9203102168,-0.7071067812,-1.7822102168,-0.6144067812,1.8851442782,4
18542,20,15,1,-16,41.9203102168,0.2928932188,-1.7822102168,-1.6144067812,2.4047000877,0
18543,20,15,1,-15,41.2132034356,1.0000000000,-1.0751034356,-0.9073000000,1.4067838097,1
18544,20,15,2,-15,41.2132034356,2.0000000000,-1.0751034356,-1.9073000000,2.1894384411,2
18545,20,15,2,-14,40.5060966544,2.7071067812,-0.3679966544,-1.2001932188,1.2553427023,3
18546,20,15,3,-14,40.5060966544,3.7071067812,-0.3679966544,-2.2001932188,2.2307558669,4
18547,20,16,2,-15,41.9203102168,2.7071067812,-1.7822102168,-1.2001932188,2.1486593539,3
18548,20,16,2,-14,41.2132034356,3.4142135624,-1.0751034356,-0.4930864376,1.1827855394,4
18549,20,16,3,-15,41.9203102168,3.7071067812,-1.7822102168,-2.2001932188,2.8314525348,4
18550,20,16,3,-14,41.2132034356,4.4142135624,-1.0751034356,-1.4930864376,1.8398789383,0
18551,20,16,3,-13,40.5060966544,5.1213203436,-0.3679966544,-0.7859796564,0.8678626377,1
18552,20,16,4,-14,41.2132034356,5.4142135624,-1.0751034356,-2.4930864376,2.7150188549,1
18553,20,16,4,-13,40.5060966544,6.1213203436,-0.3679966544,-1.7859796564,1.8234979767,2
18554,20,17,3,-14,41.9203102168,5.1213203436,-1.7822102168,-0.7859796564,1.9478288624,1
18555,20,17,4,-14,41.9203102168,6.1213203436,-1.7822102168,-1.7859796564,2.5230926638,2
18556,20,17,4,-13,41.2132034356,6.8284271247,-1.0751034356,-1.0788728753,1.5230935881,3
18557,20,17,4,-12,40.5060966544,7.5355339059,-0.3679966544,-0.3717660941,0.5230980466,4
18558,20,17,5,-13,41.2132034356,7.8284271247,-1.0751034356,-2.0788728753,2.3404187294,4
18559,20,17,5,-12,40.5060966544,8.5355339059,-0.3679966544,-1.3717660941,1.4202689022,0
18560,20,17,6,-12,40.5060966544,9.5355339059,-0.3679966544,-2.3717660941,2.4001449837,1
18561,20,18,5,-13,41.9203102168,8.5355339059,-1.7822102168,-1.3717660941,2.2490032178,0
18562,20,18,5,-12,41.2132034356,9.2426406871,-1.0751034356,-0.6646593129,1.2639696988,1
18563,20,18,6,-12,41.2132034356,10.2426406871,-1.0751034356,-1.6646593129,1.9816503287,2
18564,20,18,6,-11,40.5060966544,10.9497474683,-0.3679966544,-0.9575525317,1.0258305848,3
18565,20,18,7,-11,40.5060966544,11.9497474683,-0.3679966544,-1.9575525317,1.9918417236,4
18566,20,19,6,-12,41.9203102168,10.9497474683,-1.7822102168,-0.9575525317,2.0231609199,3
18567,20,19,6,-11,41.2132034356,11.6568542495,-1.0751034356,-0.2504457505,1.1038887948,4
18568,20,19,7,-12,41.9203102168,11.9497474683,-1.7822102168,-1.9575525317,2.6473165982,4
18569,20,19,7,-11,41.2132034356,12.6568542495,-1.0751034356,-1.2504457505,1.6490791285,0
18570,20,19,7,-10,40.5060966544,13.3639610307,-0.3679966544,-0.5433389693,0.6562307317,1
18571,20,19,8,-11,41.2132034356,13.6568542495,-1.0751034356,-2.2504457505,2.4940636466,1
18572,20,19,8,-10,40.5060966544,14.3639610307,-0.3679966544,-1.5433389693,1.5866054052,2
18573,20,20,7,-11,41.9203102168,13.3639610307,-1.7822102168,-0.5433389693,1.8631936272,1
18574,20,20,8,-11,41.9203102168,14.3639610307,-1.7822102168,-1.5433389693,2.3575768134,2
18575,20,20,8,-10,41.2132034356,15.0710678119,-1.0751034356,-0.8362321881,1.3620321838,3
18576,20,20,9,-10,41.2132034356,16.0710678119,-1.0751034356,-1.8362321881,2.1278148524,4
18577,20,20,9,-9,40.5060966544,16.7781745931,-0.3679966544,-1.1291254069,1.1875797751,0
18578,20,20,10,-9,40.5060966544,17.7781745931,-0.3679966544,-2.1291254069,2.1606935313,1
18579,20,21,9,-10,41.9203102168,16.7781745931,-1.7822102168,-1.1291254069,2.1097861127,0
18580,20,21,9,-9,41.2132034356,17.4852813742,-1.0751034356,-0.4220186258,1.1549662842,1
18581,20,21,10,-10,41.9203102168,17.7781745931,-1.7822102168,-2.1291254069,2.7765893206,1
18582,20,21,10,-9,41.2132034356,18.4852813742,-1.0751034356,-1.4220186258,1.7826902056,2
18583,20,21,10,-8,40.5060966544,19.1923881554,-0.3679966544,-0.7149118446,0.8040649745,3
18584,20,21,11,-9,41.2132034356,19.4852813742,-1.0751034356,-2.4220186258,2.6499097382,3
18585,20,21,11,-8,40.5060966544,20.1923881554,-0.3679966544,-1.7149118446,1.7539510177,4
18586,20,22,10,-9,41.9203102168,19.1923881554,-1.7822102168,-0.7149118446,1.9202531610,3
18587,20,22,11,-9,41.9203102168,20.1923881554,-1.7822102168,-1.7149118446,2.4732965636,4
