vertex_id,substrate,degree,mean_abs_dev_from_regular,max_dev_from_regular,std_spacing,regularity,mean_snap_to_grid,max_snap_to_grid,is_commensurate
5684,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,9.355612398046501e-15,1.4033418597069752e-14,False
5685,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,4.677806199023251e-15,1.4033418597069752e-14,False
5686,AB,4,67.5,135.0,77.94228634059948,0.13397459621611263,1.0525063947802313e-14,1.4033418597069752e-14,True
5687,AB,5,43.199999999999996,108.0,54.0,0.25000000000059686,8.102844717590084e-10,4.0514223587950425e-09,False
5688,AB,4,67.5,135.0,77.94228634059948,0.13397459621611274,7.016709298534876e-15,1.4033418597069752e-14,True
5689,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,0.0,0.0,False
5690,AB,7,11.020408163265305,38.57142857142857,15.746719775034716,0.6938137821524439,6.014322255887036e-15,1.4033418597069752e-14,False
5691,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,9.355612398046501e-15,1.4033418597069752e-14,False
5692,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,4.677806199023251e-15,1.4033418597069752e-14,False
5693,AB,4,67.5,135.0,77.94228634059948,0.13397459621611263,1.0525063947802313e-14,1.4033418597069752e-14,True
5694,AB,4,67.49999999797429,134.99999999594857,77.94228633826039,0.13397459624210262,1.01285399942142e-09,4.05141599768568e-09,True
5695,AB,3,100.00000000270093,150.00000000405143,106.0660171808469,0.11611652349336443,1.3504766770347589e-09,4.0514300311042765e-09,False
5696,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,1.3504719992285598e-09,4.05141599768568e-09,False
5697,AB,8,2.0257095891201806e-09,4.0514223587950425e-09,2.864785974363872e-09,0.999999999936338,1.0128557535987444e-09,4.0514300311042765e-09,True
5698,AB,4,67.5,135.0,77.94228634059948,0.13397459621611274,8.606986639266634e-15,1.4033418597069752e-14,True
5699,AB,4,67.5,135.0,77.94228634059948,0.13397459621611263,3.508354649267438e-15,1.4033418597069752e-14,True
5700,AB,6,24.999999999999996,75.0,33.54101966249684,0.44098300562558634,7.016709298534876e-15,1.4033418597069752e-14,False
5701,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,9.355612398046501e-15,1.4033418597069752e-14,False
5702,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,4.677806199023251e-15,1.4033418597069752e-14,False
5703,AB,4,67.5,135.0,77.94228634059948,0.13397459621611263,1.0525063947802313e-14,1.4033418597069752e-14,True
5704,AB,5,43.199999999999996,108.0,54.0,0.25000000000059686,8.102844717590084e-10,4.0514223587950425e-09,False
5705,AB,4,67.50000000202571,135.00000000405143,77.94228634293857,0.13397459619012286,1.012862606408059e-09,4.0514223587950425e-09,True
5706,AB,4,67.5,135.0,77.94228634059948,0.13397459621611263,3.508354649267438e-15,1.4033418597069752e-14,True
5707,AB,6,25.00000000135047,75.00000000405142,33.54101966430869,0.44098300559538894,6.752430163235784e-10,4.05141599768568e-09,False
5708,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,9.355612398046501e-15,1.4033418597069752e-14,False
5709,AB,3,100.00000000270093,150.00000000405143,106.0660171808469,0.11611652349336443,1.3504673214223607e-09,4.051401964267082e-09,False
5710,AB,4,67.5,135.0,77.94228634059948,0.13397459621611263,1.0525063947802313e-14,1.4033418597069752e-14,True
5711,AB,4,67.5,135.0,77.94228634059948,0.13397459621611274,1.0128555896987606e-09,4.0514223587950425e-09,True
5712,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,4.677806199023251e-15,1.4033418597069752e-14,False
5713,AB,3,99.99999999999999,150.0,106.06601717798213,0.11611652351723756,0.0,0.0,False
