vertex_id,degree,vertex_type,depth,balance,drift_x,drift_y,boundary_dist,nearest_edge,perp_x,perp_y,cos_alignment,type_rank
38,3,F,0.28868886211664413,0.8047378541243652,-0.8047378541333333,0.0,0.13131619362099234,7,1.405591591,-0.2928932188,0.38268343236509045,5
39,5,D,0.6048229354845029,0.482842712474619,-0.34142135624000003,-0.34142135624000003,0.8150936358310148,0,0.6984848098,0.4142135624,-0.9238795325112867,3
40,8,A,0.8667429299387932,1.2500028789861067e-11,-2.7755575615628914e-17,-2.5000002068509275e-11,1.197777068178528,0,0.405591591,0.1213203436,,0
41,3,F,0.23788415330725377,0.8047378541243649,0.5690355937333333,-0.5690355937,0.38734960971541166,2,-0.3015151902,0.8284271247,0.9238795325224953,5
42,3,F,0.29191896800110084,0.8047378541410316,-0.8047378541333333,-3.33333360913457e-11,0.2738975356672413,0,1.405591591,0.1213203436,-0.382683432403358,5
43,4,E,0.35273565020090836,0.6532814824150912,-0.25,-0.60355339055,0.4708718261255397,1,0.6984848098,0.8284271247,-0.7071067812044722,4
44,5,D,0.7352077640846799,0.4828427124746191,-2.2204460492503132e-17,0.48284271248,0.7381703905346709,6,0.405591591,-0.4644660941,0.38268343236509,3
45,4,E,0.4949669989521074,0.6532814824381883,0.6035533906,-0.25,0.6837774421580846,3,-0.3015151902,0.2426406871,0.7071067811837616,4
46,3,F,0.255865449427079,0.8047378541243652,-0.5690355937333333,0.5690355937333333,0.06565809680044077,7,1.405591591,-0.4644660941,0.9238795325112871,5
47,6,C,0.6947314184393028,0.307959844170429,-0.2845177968666667,-0.1178511302,0.8807517326515664,0,0.6984848098,0.2426406871,-0.7071067811893338,2
48,8,A,0.9744059615259641,2.7755575615628914e-17,-2.7755575615628914e-17,0.0,1.1208538229246177,6,0.405591591,-0.0502525317,,0
