substrate,seed,threshold,phys_return_dist,perp_residue,start_depth,min_depth,max_depth,depth_range,depth_excursion,cum_abs_depth_change,mean_depth,sign_changes,dip_return,cum_perp_path
AB_N30,0,1.0,0.0,0.0,0.4954594851791796,0.021022979845770395,0.9516709657095461,0.9306479858637757,0.4744365053334092,306.75091917178815,0.4843735210260973,803,True,1023.9999999989012
AB_N30,0,1.0,0.0,0.0,0.138814954085135,0.04539739194553016,0.9775275473069053,0.9321301553613751,0.09341756213960484,303.6590866367684,0.48132002395748696,775,False,1024.000000001245
AB_N30,0,1.0,0.0,0.0,0.19699244611636124,0.042983235987749,0.9802168214973057,0.9372335855095567,0.15400921012861224,310.5733496099757,0.4798918615865826,797,False,1024.0000000011605
AB_N30,0,1.0,0.7653668647374604,1.84775906504015,0.08719016962495896,0.017568767024822574,0.9822758956256835,0.9647071286008609,0.06962140260013638,319.7515131146792,0.4930648302712086,813,False,1023.9999999959084
AB_N30,0,1.0,0.0,0.0,0.1737526418450005,0.028738456943256274,0.9590168678298647,0.9302784108866085,0.14501418490174423,304.7880327902969,0.4764805971724839,773,False,1024.0000000005834
AB_N30,0,1.0,0.7653668647374614,1.84775906504015,0.4164342666458162,0.026076132131182872,0.9645085025801804,0.9384323704489975,0.3903581345146333,304.3870922249196,0.47786993406396605,777,False,1024.0000000033428
AB_N30,0,1.0,0.0,0.0,0.1466195320654352,0.010826256818755597,0.930083853036739,0.9192575962179834,0.1357932752466796,304.0837036527086,0.4781007814665764,791,False,1024.0000000013058
AB_N30,0,1.0,0.7653668647757284,1.847759064947762,0.3578806755066384,0.04434375573837401,0.9714384566178691,0.9270947008794951,0.31353691976826437,301.3409127132216,0.4799580810811103,780,True,1023.9999999992756
AB_N30,0,1.0,0.0,0.0,0.30884913777312484,0.010826256818755597,0.9936912801191664,0.9828650233004108,0.29802288095436924,299.6567864946129,0.48495075681229327,795,True,1023.9999999974935
AB_N30,0,1.0,0.0,0.0,0.43383923654487255,0.030221374591867023,0.9782509470977067,0.9480295725058396,0.40361786195300553,291.2891815511595,0.4694836842983048,779,True,1023.999999999746
AB_N30,0,1.0,0.0,0.0,0.25621691000530766,0.03652773358363637,0.9700432159675026,0.9335154823838663,0.2196891764216713,303.2966199954739,0.4802879028742515,788,True,1024.000000001166
AB_N30,0,2.0,0.0,0.0,0.14971821061479695,0.0521053061086475,0.997205341051542,0.9451000349428945,0.09761290450614946,299.1038145423246,0.4785340140450202,777,False,1023.9999999992838
AB_N30,0,2.0,1.4142135623730945,1.4142135623730951,0.16240446135740993,0.0341858210832191,0.9560382609186995,0.9218524398354804,0.12821864027419083,314.19445154446,0.48035636268755916,771,False,1023.9999999984456
AB_N30,0,2.0,0.0,0.0,0.15153387159242437,0.042983235987749,0.9874360119293708,0.9444527759416218,0.10855063560467537,304.95039081040414,0.48579958235926785,790,False,1024.000000001874
AB_N30,0,2.0,1.8477590649477655,0.7653668647757284,0.45191393202411145,0.042983235987749,0.9700432159675026,0.9270599799797536,0.40893069603636245,304.41596238768244,0.48866463636006485,803,True,1024.0000000027721
AB_N30,0,2.0,0.0,0.0,0.4164692453883334,0.010522931577144679,0.9597822552092989,0.9492593236321543,0.40594631381118873,302.76216688564716,0.4693384768429218,782,True,1023.9999999983692
AB_N30,0,2.0,1.8477590650401505,0.76536686473746,0.5082148243625144,0.06693878502985962,0.9623710687271906,0.895432283697331,0.4412760393326548,316.17245107994574,0.48061423475178644,794,True,1024.000000001321
AB_N30,0,2.0,0.0,0.0,0.25604980982671244,0.04574436631360135,0.9604275329333151,0.9146831666197137,0.2103054435131111,310.1433138503128,0.47324632310912407,771,True,1023.99999999857
AB_N30,0,2.0,1.847759065040149,0.76536686473746,0.37188634250123453,0.029124741941843113,0.9695139583175133,0.9403892163756702,0.3427616005593914,306.0259126754196,0.48754640068863137,789,True,1024.0000000026425
AB_N30,0,2.0,1.4142135624000005,1.4142135624,0.67822755899522,0.032775332353835784,0.9547642676555176,0.9219889353016818,0.6454522266413842,293.7487834990987,0.4787543764475688,782,False,1024.0000000023508
AB_N30,0,2.0,1.8477590650401472,0.76536686473746,0.4524990049040104,0.02604649306590201,0.9487462277853342,0.9226997347194322,0.4264525118381084,304.8561097223429,0.4925085114544597,806,True,1023.999999998844
AB_N30,0,2.0,0.7653668647374569,1.84775906504015,0.42628013858681724,0.024188640960717378,0.997205341051542,0.9730167000908246,0.40209149762609986,297.85845534555176,0.47883908527696534,782,False,1024.0000000015048
