model,seed,history,checkpoint,M,struct_access,eff_alt,edge_count,total_weight,n_active
Fixed,126,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,127,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,128,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,129,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,130,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,131,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,132,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,133,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,134,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,135,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,136,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,137,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,138,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,139,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,140,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,141,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,142,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,143,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,144,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,145,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,146,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,147,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,148,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,149,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,150,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,151,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,152,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,153,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,154,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,155,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,156,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,157,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,158,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,159,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,160,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,161,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,162,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,163,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,164,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,165,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,166,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,167,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,168,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,169,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,170,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,171,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,172,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,173,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,174,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,175,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,176,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,177,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,178,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,179,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,180,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,181,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,182,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,183,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,184,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,185,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,186,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,187,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,188,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,189,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,190,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,191,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,192,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,193,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,194,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,195,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,196,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,197,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,198,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,199,A,100,0.000000,40,256.000000,144,144.000000,0
Fixed,0,A,200,0.000000,40,256.000000,144,144.000000,0
Fixed,1,A,200,0.000000,40,256.000000,144,144.000000,0
Fixed,2,A,200,0.000000,40,256.000000,144,144.000000,0
Fixed,3,A,200,0.000000,40,256.000000,144,144.000000,0
Fixed,4,A,200,0.000000,40,256.000000,144,144.000000,0
Fixed,5,A,200,0.000000,40,256.000000,144,144.000000,0
Fixed,6,A,200,0.000000,40,256.000000,144,144.000000,0
Fixed,7,A,200,0.000000,40,256.000000,144,144.000000,0
Fixed,8,A,200,0.000000,40,256.000000,144,144.000000,0
Fixed,9,A,200,0.000000,40,256.000000,144,144.000000,0
Fixed,10,A,200,0.000000,40,256.000000,144,144.000000,0
Fixed,11,A,200,0.000000,40,256.000000,144,144.000000,0
Fixed,12,A,200,0.000000,40,256.000000,144,144.000000,0
Fixed,13,A,200,0.000000,40,256.000000,144,144.000000,0
Fixed,14,A,200,0.000000,40,256.000000,144,144.000000,0
Fixed,15,A,200,0.000000,40,256.000000,144,144.000000,0
Fixed,16,A,200,0.000000,40,256.000000,144,144.000000,0
Fixed,17,A,200,0.000000,40,256.000000,144,144.000000,0
Fixed,18,A,200,0.000000,40,256.000000,144,144.000000,0
Fixed,19,A,200,0.000000,40,256.000000,144,144.000000,0
Fixed,20,A,200,0.000000,40,256.000000,144,144.000000,0
Fixed,21,A,200,0.000000,40,256.000000,144,144.000000,0
Fixed,22,A,200,0.000000,40,256.000000,144,144.000000,0
Fixed,23,A,200,0.000000,40,256.000000,144,144.000000,0
Fixed,24,A,200,0.000000,40,256.000000,144,144.000000,0
Fixed,25,A,200,0.000000,40,256.000000,144,144.000000,0
Fixed,26,A,200,0.000000,40,256.000000,144,144.000000,0
Fixed,27,A,200,0.000000,40,256.000000,144,144.000000,0
