vertex_id,substrate,depth,drift_mag,alignment_angle,radial_drift,tangential_drift,pos_mag,degree,depth_bin
48,AB_N30,0.9744059615259641,2.7755575615628914e-17,141.83628843083173,-2.182277708805794e-17,1.7150462906867204e-17,0.03788360622442297,8,"(0.957, 0.977]"
49,AB_N30,0.32696993229409954,0.8047378541307065,-177.8361283094179,-0.8041640144719817,-0.030385057169615426,0.9962009742242325,3,"(0.319, 0.339]"
50,AB_N30,0.30410032622457783,0.8047378541333333,178.6977996263108,-0.8045300203675007,0.01828825313120725,1.0300519490019857,3,"(0.299, 0.319]"
51,AB_N30,0.4604631182422759,0.6532814824444025,-178.6682656536631,-0.6531050246946246,-0.015182951735083328,0.7986079568020421,4,"(0.459, 0.479]"
52,AB_N30,0.7036598326018898,0.30795984417335837,161.3937229259939,-0.291863848825955,0.09825863510032709,0.43863473213023196,6,"(0.698, 0.718]"
53,AB_N30,0.10138833452445628,0.8047378541307065,-165.6122355536571,-0.7794982547968543,-0.1999637083061646,1.3301007778855711,3,"(0.0998, 0.12]"
54,AB_N30,0.24406429111407324,0.8047378541333333,156.9762411268604,-0.7406346493955137,0.31474327632199955,1.118915670751457,3,"(0.239, 0.259]"
55,AB_N30,0.1964867766680065,0.6532814824444025,173.24221840208912,-0.6487427992275567,0.07687311464452426,1.1893386258564145,4,"(0.18, 0.199]"
56,AB_N30,0.897898072855791,0.3079598441425624,-168.86684329908107,-0.30216437507710237,-0.05946390534244691,0.15112852184737674,6,"(0.897, 0.917]"
57,AB_N30,0.4067121096293713,0.6532814824348354,-162.96967462056176,-0.6246350085501469,-0.19133165285914971,0.8781687516536468,4,"(0.399, 0.419]"
58,AB_N30,0.29711586681595226,0.8047378541333333,-171.81254910312634,-0.7965355202666672,-0.11460444506489154,1.0403901576514436,3,"(0.279, 0.299]"
59,AB_N30,0.5639712215907412,0.4828427124501397,164.99796196366592,-0.4663858004970721,0.1249854794002633,0.6453980508206907,5,"(0.558, 0.578]"
60,AB_N30,0.8191349753189395,2.7755575615628914e-17,96.38802723293807,-3.088120532905618e-18,2.7583246533523593e-17,0.26771153687757104,8,"(0.818, 0.838]"
61,AB_N30,0.19897010807484994,0.8047378541307065,-169.83808248094337,-0.7921140058787806,-0.1419803351227396,1.185662865611034,3,"(0.18, 0.199]"
62,AB_N30,0.28143653146836833,0.8047378541333333,165.51415359170696,-0.7791548043214105,0.2012978012249181,1.0635982874185035,3,"(0.279, 0.299]"
63,AB_N30,0.3073388544906992,0.6532814824444025,175.84449007255384,-0.651564035403236,0.04733923397993159,1.0252583667111383,4,"(0.299, 0.319]"
