substrate,seed,linger_n,n_walkers,mean_start_depth,mean_disturb_depth,mean_descend_depth,mean_linger_end_depth,mean_ascend_depth,mean_residue_after_disturb,mean_residue_after_descend,mean_residue_linger_start,mean_residue_linger_end,mean_residue_after_ascend,median_residue_after_ascend,std_residue_after_ascend,mean_phys_dist_final,frac_near_return_2,frac_near_return_3
AB_N30,3,20,5000,0.4848278244395103,0.48454426827144215,0.6066276013195128,0.6092093341170963,0.26366157994356726,1.0314267091367624,0.9172640661999125,0.9172640661999125,0.9221429737944394,1.257840854498044,1.2938694648663294,0.5446664915867298,12.185131629699265,0.0296,0.0446
AB_N30,3,40,5000,0.4848278244395103,0.47994276954680437,0.6068272986126184,0.6035477351825256,0.2626009149705532,1.038937621134824,0.9271078700983156,0.9271078700983156,0.9227184833566288,1.2510313407358036,1.2544294036877324,0.5388281428454319,12.68047070180879,0.0266,0.041
AB_N30,3,80,5000,0.4848278244395103,0.4805423446857558,0.606520786052941,0.6114925926287471,0.26866676313274956,1.030617184800537,0.929281374810863,0.929281374810863,0.9249391648495415,1.2402136708688916,1.2278338450041495,0.5431425019163021,12.736378268302602,0.0256,0.0374
AB_N30,3,160,5000,0.4848278244395103,0.48523871376747985,0.6178590529002383,0.6124024674369272,0.2645856310838598,1.0302942072005468,0.9118310091305797,0.9118310091305797,0.9155167968915808,1.2518425364872676,1.2544294037555246,0.5420821975414764,13.30375058220132,0.0244,0.0402
AB_N30,4,0,5000,0.48660723294374364,0.4790248847444147,0.6046576937721194,0.6046576937721194,0.26307198029971113,1.0339016059000845,0.9264869883447471,0.9264869883447471,0.9264869883447471,1.2637245770750771,1.2938694648848021,0.5415000514776176,12.131839924116383,0.0294,0.041
AB_N30,4,5,5000,0.48660723294374364,0.47680386773837197,0.6088107499778264,0.60688971350371,0.26708770333041704,1.0279380584258206,0.9112241862454905,0.9112241862454905,0.928949045242433,1.251835451296115,1.2564409109083614,0.537455593766478,12.191525340243153,0.022,0.0502
AB_N30,4,10,5000,0.48660723294374364,0.4764404483552845,0.6045523732692132,0.6111727908908051,0.26633588359484733,1.036947779692823,0.9284079345771895,0.9284079345771895,0.918549297529536,1.2468511542205798,1.2544294036877324,0.5373358904188332,12.395482571509417,0.0292,0.0422
AB_N30,4,20,5000,0.48660723294374364,0.48294673537853494,0.6067318648415938,0.6112512559154094,0.2669586440994122,1.030311287140617,0.9167797717603062,0.9167797717603062,0.9260098953080683,1.254880718764953,1.274882330657432,0.5429067855599988,12.112439125977438,0.0284,0.0418
AB_N30,4,40,5000,0.48660723294374364,0.4844803460626798,0.6098938082200877,0.6055180556565156,0.26388216472196935,1.0277040983752481,0.9090992509738033,0.9090992509738033,0.9183786216020244,1.2674089989887816,1.2938694649961855,0.5397076442012132,12.51910567297616,0.0276,0.039
AB_N30,4,80,5000,0.48660723294374364,0.48250447768380944,0.6093210485470966,0.6052556940801657,0.27096647968911186,1.0259105557708976,0.9140702162949139,0.9140702162949139,0.9164560698346129,1.2515953579665418,1.2544294036877324,0.5384064618392816,12.769686498916487,0.025,0.0362
AB_N30,4,160,5000,0.48660723294374364,0.48199753242581267,0.6061379557089275,0.6112231191547385,0.2644515366646822,1.0312300821481821,0.9141770258573452,0.9141770258573452,0.911011299331697,1.2658280220464881,1.3071289445774712,0.5478023660113008,13.491740517278007,0.0212,0.0316
AB_N30,5,0,5000,0.484271044883144,0.48555477311009665,0.6065578122813862,0.6065578122813862,0.2671376183108814,1.0299319465547734,0.9206042840811606,0.9206042840811606,0.9206042840811606,1.2394500937861384,1.244671246203034,0.541953929324327,12.120101160607767,0.0274,0.0428
