substrate,seed,linger_n,linger_step,mean_residue,median_residue
Penrose_N24,3,80,21,0.993620910242452,0.9759111274904704
Penrose_N24,3,80,26,1.001511034529032,0.9649436732286069
Penrose_N24,3,80,31,0.9858568557146633,0.9759111274694964
Penrose_N24,3,80,36,1.0060080275624779,0.9649436732455114
Penrose_N24,3,80,41,0.9879104405027614,0.9759111274153824
Penrose_N24,3,80,46,0.9932128695699146,0.9649436732006356
Penrose_N24,3,80,51,0.9963131254412034,0.9759111275011362
Penrose_N24,3,80,56,0.9870103879513268,0.9649436731469825
Penrose_N24,3,80,61,0.9868979992614202,0.9759111274870326
Penrose_N24,3,80,66,0.9869408067037417,0.9649436732011406
Penrose_N24,3,80,71,0.992144474798656,0.9759111274694964
Penrose_N24,3,80,76,0.9958515563076525,0.9649436732011407
Penrose_N24,3,80,80,0.9936337513013516,0.9649436731935166
Penrose_N24,3,160,1,0.9941050759268081,0.9759111275011361
Penrose_N24,3,160,6,0.986669770834916,0.9649436731935166
Penrose_N24,3,160,11,0.9995383653921319,0.9759111275077204
Penrose_N24,3,160,16,0.9873230776387223,0.9649436731935165
Penrose_N24,3,160,21,1.001585661150255,0.9759111275451224
Penrose_N24,3,160,26,0.9834664841022164,0.9649436731616278
Penrose_N24,3,160,31,0.9914040022272111,0.9759111274870326
Penrose_N24,3,160,36,0.9942554432208847,0.9649436732011406
Penrose_N24,3,160,41,0.9911499205927355,0.9759111275094574
Penrose_N24,3,160,46,0.9974345471425342,0.9649436732286069
Penrose_N24,3,160,51,0.9857336434134595,0.9759111274904703
Penrose_N24,3,160,56,1.0012440670464897,0.9649436732286069
Penrose_N24,3,160,61,0.9809018436184939,0.9525312685240144
Penrose_N24,3,160,66,0.9941698116512571,0.9649436732286069
Penrose_N24,3,160,71,0.9866312828837346,0.975911127481683
Penrose_N24,3,160,76,0.9995766056477252,0.9649436732286069
Penrose_N24,3,160,81,0.9962560857361313,0.9759111275094576
Penrose_N24,3,160,86,0.9898276778576641,0.9649436732011406
Penrose_N24,3,160,91,1.0037326987848647,0.9759111275094575
Penrose_N24,3,160,96,0.9941180120639068,0.9649436732006356
Penrose_N24,3,160,101,0.9912829343209058,0.9759111274904703
Penrose_N24,3,160,106,0.9908951808721905,0.9649436731935166
Penrose_N24,3,160,111,0.9895103574505171,0.9759111275011361
Penrose_N24,3,160,116,0.9904904514826689,0.9649436731616277
Penrose_N24,3,160,121,0.9929389744569355,0.9759111275011361
Penrose_N24,3,160,126,0.9909953623015328,0.9649436732006356
Penrose_N24,3,160,131,1.000602553231854,0.9759111275011362
Penrose_N24,3,160,136,0.9875361782568128,0.9649436731935166
Penrose_N24,3,160,141,0.9981732621172756,0.9908679951159028
Penrose_N24,3,160,146,0.9905499848643009,0.9649436732011406
Penrose_N24,3,160,151,1.0030846937363476,0.990867995096498
Penrose_N24,3,160,156,0.9899075260077319,0.9554766749702857
Penrose_N24,3,160,160,0.9782861760703788,0.954663398706411
Penrose_N24,4,5,1,0.9863635628384354,0.9759111274694964
Penrose_N24,4,5,5,0.9786429731999179,0.951212414511074
Penrose_N24,4,10,1,0.984008821335734,0.9538501225517575
Penrose_N24,4,10,6,0.9970326457041161,0.9649436732286069
Penrose_N24,4,10,10,0.9853731550916768,0.9649436731935166
Penrose_N24,4,20,1,0.9839750204470782,0.953850122545118
Penrose_N24,4,20,6,0.9952169208483088,0.9649436731935166
Penrose_N24,4,20,11,0.9879245250993536,0.9759111274694964
Penrose_N24,4,20,16,0.9947079446707636,0.9649436732006356
Penrose_N24,4,20,20,1.0012573279018084,0.9649436732006356
Penrose_N24,4,40,1,0.9967847661033651,0.9759111275011362
Penrose_N24,4,40,6,0.9943665815973661,0.9649436732011406
Penrose_N24,4,40,11,0.9863722018640405,0.975911127481683
Penrose_N24,4,40,16,0.9928829438750294,0.9649436732006356
Penrose_N24,4,40,21,0.989982923990345,0.975911127481683
Penrose_N24,4,40,26,0.9946364055034471,0.9649436732006356
Penrose_N24,4,40,31,0.9924098040483311,0.9759111274904704
Penrose_N24,4,40,36,0.9921757534744887,0.9649436732006356
Penrose_N24,4,40,40,0.9977558958211586,0.9649436732083305
Penrose_N24,4,80,1,0.9800944791954331,0.95121241457474
Penrose_N24,4,80,6,0.9923761001085779,0.9649436732006356
Penrose_N24,4,80,11,0.9871600272680393,0.9759111274870326
Penrose_N24,4,80,16,0.9903013242787283,0.9649436732006356
Penrose_N24,4,80,21,0.9800947634194385,0.953850122508274
Penrose_N24,4,80,26,0.9937626251256328,0.9649436732286069
Penrose_N24,4,80,31,0.9797107484269818,0.9512124144723517
Penrose_N24,4,80,36,0.9915396141406793,0.9649436732006356
Penrose_N24,4,80,41,0.9768982377072062,0.9538501224826657
Penrose_N24,4,80,46,0.9953637419263903,0.9649436732011407
Penrose_N24,4,80,51,0.9918299560057094,0.9759111274531
Penrose_N24,4,80,56,1.0004296141666753,0.9649436732286069
Penrose_N24,4,80,61,0.9899326802009746,0.9759111274531002
Penrose_N24,4,80,66,0.9980557659335239,0.964943673228607
Penrose_N24,4,80,71,0.9908017621286938,0.9759111274694963
Penrose_N24,4,80,76,0.9896947679998298,0.9649436731935165
Penrose_N24,4,80,80,0.9940882481681709,0.9649436732006356
Penrose_N24,4,160,1,0.9839940727101606,0.9759111274870327
Penrose_N24,4,160,6,0.9953333845559915,0.9649436732155205
Penrose_N24,4,160,11,0.9857257002817968,0.9759111274694964
Penrose_N24,4,160,16,0.9890219119500673,0.9649436732006356
Penrose_N24,4,160,21,0.9987200757871338,0.9759111274904704
Penrose_N24,4,160,26,0.9973751919422597,0.9649436732286069
Penrose_N24,4,160,31,0.9837775313693755,0.9759111274146716
Penrose_N24,4,160,36,0.9953620280210962,0.9649436732011407
Penrose_N24,4,160,41,0.9910293902462814,0.9538501225751294
Penrose_N24,4,160,46,0.9975743440634822,0.9649436732286069
Penrose_N24,4,160,51,0.9908671822143972,0.9759111274904703
Penrose_N24,4,160,56,0.9924888136936936,0.9649436732011407
Penrose_N24,4,160,61,0.9870079834324348,0.9759111274531
Penrose_N24,4,160,66,0.9924808523787622,0.9649436732011406
Penrose_N24,4,160,71,0.9840242931454429,0.9660343560638379
Penrose_N24,4,160,76,0.9879741533663413,0.9649436732006356
Penrose_N24,4,160,81,0.9822665525140405,0.9538501225724512
Penrose_N24,4,160,86,0.9905212506294305,0.9649436732011406
Penrose_N24,4,160,91,0.9861792129489937,0.9741289256281345
Penrose_N24,4,160,96,0.9867524002357241,0.9649436731935166
Penrose_N24,4,160,101,0.9876885507485784,0.9759111274531002
Penrose_N24,4,160,106,0.9908431481881448,0.9649436731935165
Penrose_N24,4,160,111,0.9858715827807113,0.97591112740177
Penrose_N24,4,160,116,0.9922851254842131,0.9649436732286069
Penrose_N24,4,160,121,0.9848116177765076,0.9538501225751295
Penrose_N24,4,160,126,0.9924838642073534,0.9649436732011407
Penrose_N24,4,160,131,0.9975224733726374,0.9759111274887515
Penrose_N24,4,160,136,0.9858901579675541,0.9649436731935165
Penrose_N24,4,160,141,1.004378784651123,0.9759111275011362
Penrose_N24,4,160,146,0.9846367825177642,0.9554766749151221
Penrose_N24,4,160,151,1.0057626177408234,0.9759111275011361
Penrose_N24,4,160,156,0.9814335825822189,0.9538501226200155
Penrose_N24,4,160,160,0.9793464522839606,0.964943673130046
Penrose_N24,5,5,1,0.9936348245333531,0.9759111274904703
Penrose_N24,5,5,5,0.9883748767987202,0.9538501225367477
Penrose_N24,5,10,1,1.0012938999350474,0.9759111275011362
Penrose_N24,5,10,6,0.9888513732257929,0.9649436731616275
Penrose_N24,5,10,10,0.9970363426997833,0.9649436732220638
Penrose_N24,5,20,1,0.9946610397895264,0.9759111274904703
Penrose_N24,5,20,6,0.9988476217289983,0.9649436732006356
Penrose_N24,5,20,11,0.9913913016602944,0.9759111274870327
Penrose_N24,5,20,16,0.9907551910727743,0.9649436732011405
Penrose_N24,5,20,20,0.9919110088916339,0.9649436731970761
Penrose_N24,5,40,1,0.9970918106483503,0.9759111275059831
Penrose_N24,5,40,6,0.9915276530972286,0.9649436732006356
Penrose_N24,5,40,11,0.9989197039126461,0.9759111275488503
Penrose_N24,5,40,16,0.9930034592778637,0.9649436732006356
Penrose_N24,5,40,21,0.9945621554023921,0.9759111274904704
Penrose_N24,5,40,26,1.0050696719135397,0.9649436732286069
Penrose_N24,5,40,31,0.9837002088646175,0.9759111274017701
Penrose_N24,5,40,36,0.9982054727309192,0.9649436732006356
Penrose_N24,5,40,40,1.0001759441723443,0.9649436732300178
Penrose_N24,5,80,1,0.9931649555517652,0.9759111274531003
Penrose_N24,5,80,6,0.9767240547056123,0.9538501225583971
Penrose_N24,5,80,11,0.9901958125915465,0.9759111274958032
Penrose_N24,5,80,16,0.991229091772279,0.9649436731616277
Penrose_N24,5,80,21,0.9884863103203294,0.9759111274887514
Penrose_N24,5,80,26,0.9990704448285199,0.9649436732011406
Penrose_N24,5,80,31,0.9960614013653639,0.9759111275011362
Penrose_N24,5,80,36,0.9929483176597176,0.9649436731543051
Penrose_N24,5,80,41,0.9924585773058552,0.9759111275011361
Penrose_N24,5,80,46,0.9897548967784322,0.9554766749702858
Penrose_N24,5,80,51,0.9911854958633085,0.9759111274870326
Penrose_N24,5,80,56,0.9925019405147093,0.9649436732286069
Penrose_N24,5,80,61,0.9963908458364956,0.9759111275525783
Penrose_N24,5,80,66,0.9933302625180077,0.9649436732006356
Penrose_N24,5,80,71,0.9939942109836858,0.9759111274958032
Penrose_N24,5,80,76,0.9845368004769661,0.955476674917397
Penrose_N24,5,80,80,1.0001285541180593,0.9649436732011407
Penrose_N24,5,160,1,0.9894973523379281,0.9759111275351565
Penrose_N24,5,160,6,0.9913733459330105,0.9649436731616277
Penrose_N24,5,160,11,0.998206790340973,0.9759111275011363
Penrose_N24,5,160,16,0.9865817745623557,0.9554766749162595
Penrose_N24,5,160,21,0.9974987707746175,0.9759111274904703
Penrose_N24,5,160,26,0.9889005574338229,0.9575993316882209
Penrose_N24,5,160,31,0.9922036650203673,0.9759111274904704
Penrose_N24,5,160,36,0.993577607178508,0.9649436731935165
Penrose_N24,5,160,41,0.9864483982107526,0.9759111274531003
Penrose_N24,5,160,46,0.9946852621548944,0.9649436732011406
Penrose_N24,5,160,51,0.9913842240711463,0.9759111274694963
Penrose_N24,5,160,56,0.9867461727602748,0.9649436731469825
Penrose_N24,5,160,61,0.9994879185776419,0.9759111275094574
Penrose_N24,5,160,66,0.9954625487547423,0.9623328308258032
Penrose_N24,5,160,71,0.9848666341678912,0.9759111274887515
Penrose_N24,5,160,76,0.9842078933912731,0.9649436731935166
Penrose_N24,5,160,81,0.9837388378677555,0.9759111274153824
Penrose_N24,5,160,86,0.9928679156102375,0.9649436732006356
Penrose_N24,5,160,91,0.99050636473147,0.9759111274870326
Penrose_N24,5,160,96,0.9859196794712083,0.9649436731385143
Penrose_N24,5,160,101,0.994945805710286,0.9759111274904703
Penrose_N24,5,160,106,0.9956070540775279,0.9649436732011407
Penrose_N24,5,160,111,0.993078820630789,0.9759111274870326
Penrose_N24,5,160,116,0.9879397206042817,0.9649436731935166
Penrose_N24,5,160,121,0.9923624020286108,0.9759111274904703
Penrose_N24,5,160,126,0.9932978154595845,0.9649436732286069
Penrose_N24,5,160,131,0.9892631744404665,0.9759111274904704
Penrose_N24,5,160,136,0.9895426225098599,0.9649436731935165
Penrose_N24,5,160,141,0.9957026160950477,0.9800591519883344
Penrose_N24,5,160,146,0.9801195691276935,0.9538501225936955
Penrose_N24,5,160,151,1.0011348465325554,0.9842071764943657
Penrose_N24,5,160,156,0.9806141283318004,0.955476674937497
Penrose_N24,5,160,160,0.979508163674648,0.9554766749162595
Penrose_N24,6,5,1,0.9913018239686273,0.9759111275094574
Penrose_N24,6,5,5,0.9890917541997695,0.9759111274870326
Penrose_N24,6,10,1,0.9890644360592811,0.9759111274694963
Penrose_N24,6,10,6,0.9879141111995823,0.9649436731935166
Penrose_N24,6,10,10,0.9789182391157428,0.9554766749668575
Penrose_N24,6,20,1,0.9828672878610075,0.975911127481683
Penrose_N24,6,20,6,0.9909537340095852,0.9649436731935165
Penrose_N24,6,20,11,0.9827226318078287,0.9759111274612983
Penrose_N24,6,20,16,0.9969458754477739,0.9649436732011407
Penrose_N24,6,20,20,0.9950022699174431,0.9649436732083305
Penrose_N24,6,40,1,0.9875389771970357,0.9759111274342412
Penrose_N24,6,40,6,0.9848118226077475,0.9597219884083201
Penrose_N24,6,40,11,0.9734700222305961,0.9538501225186868
Penrose_N24,6,40,16,0.9812803367198499,0.9538501225751295
Penrose_N24,6,40,21,0.991883027350094,0.9759111274958032
Penrose_N24,6,40,26,0.9793048216755309,0.9538501225751294
Penrose_N24,6,40,31,0.989998359881828,0.9759111274904703
Penrose_N24,6,40,36,0.9814506631482415,0.9538501225583972
Penrose_N24,6,40,40,0.9787444437616898,0.9538501225583971
Penrose_N24,6,80,1,0.9887192236857394,0.9759111274694963
Penrose_N24,6,80,6,0.9890193782144091,0.9649436731935166
Penrose_N24,6,80,11,0.9828276119679867,0.9759111274694963
Penrose_N24,6,80,16,0.997230900204488,0.9649436732011407
Penrose_N24,6,80,21,0.976381035258004,0.9512124145110401
Penrose_N24,6,80,26,1.001551647133041,0.9649436732011407
Penrose_N24,6,80,31,0.9765225065642211,0.9525312684988516
Penrose_N24,6,80,36,0.9834378663705505,0.9575993316671456
Penrose_N24,6,80,41,0.9809393938606107,0.9759111274531002
Penrose_N24,6,80,46,0.9845548259279283,0.955476674917397
Penrose_N24,6,80,51,0.9896319029926716,0.9759111274681602
Penrose_N24,6,80,56,0.9852459627103124,0.9554766748641714
Penrose_N24,6,80,61,0.9858387370450522,0.953850122545118
Penrose_N24,6,80,66,0.9890185334449054,0.9554766749580619
Penrose_N24,6,80,71,0.9867918935428391,0.9759111274153823
Penrose_N24,6,80,76,0.9828995340370086,0.959721988382674
Penrose_N24,6,80,80,0.9908724283253992,0.9649436732006356
Penrose_N24,6,160,1,0.9890960420874017,0.9759111274904703
Penrose_N24,6,160,6,0.9870535512615161,0.9649436731616278
Penrose_N24,6,160,11,0.985557723588305,0.9759111274342412
Penrose_N24,6,160,16,0.9871633141789363,0.9649436731616277
Penrose_N24,6,160,21,0.9887446946921158,0.9759111274153824
Penrose_N24,6,160,26,0.9861787985274953,0.9538501226093392
Penrose_N24,6,160,31,0.983073209805916,0.9759111274531
Penrose_N24,6,160,36,0.9826463135887871,0.9554766749180045
Penrose_N24,6,160,41,0.9844118393085526,0.9759111274531
Penrose_N24,6,160,46,0.9885488282552471,0.9649436732155205
Penrose_N24,6,160,51,0.9878549017817139,0.9759111274146715
Penrose_N24,6,160,56,0.9871669853030871,0.9554766748703446
Penrose_N24,6,160,61,0.9889012583416734,0.9759111274694963
Penrose_N24,6,160,66,0.9794868662914112,0.9538501225751295
Penrose_N24,6,160,71,1.0020488363407056,0.9759111275011362
Penrose_N24,6,160,76,0.9886076447603548,0.9649436731935166
Penrose_N24,6,160,81,0.9911417580534883,0.9759111274870326
Penrose_N24,6,160,86,0.995935099913234,0.9649436732011405
Penrose_N24,6,160,91,0.9783170860307211,0.9512124145814054
Penrose_N24,6,160,96,0.9878743978514037,0.9554766749702859
Penrose_N24,6,160,101,0.9831113680849914,0.9741289256295864
Penrose_N24,6,160,106,0.9869317575297016,0.9649436731935165
Penrose_N24,6,160,111,0.9916808276447912,0.9759111274782644
Penrose_N24,6,160,116,0.9904038960198762,0.9649436731935165
Penrose_N24,6,160,121,0.9862671814769103,0.9759111274007919
Penrose_N24,6,160,126,0.9906547212123309,0.9649436732011407
Penrose_N24,6,160,131,0.9929036488555868,0.9759111274694963
Penrose_N24,6,160,136,0.9869288488114427,0.9649436731935165
Penrose_N24,6,160,141,0.9820192967470514,0.9512124144984564
Penrose_N24,6,160,146,0.9822946683691091,0.9649436731935166
Penrose_N24,6,160,151,0.9880982901400688,0.9759111274153824
Penrose_N24,6,160,156,0.9969445840344741,0.9649436732006356
Penrose_N24,6,160,160,0.9942718137205633,0.9649436732006356
Penrose_N24,7,5,1,0.9830119493288727,0.9554752927746452
Penrose_N24,7,5,5,0.9801782495975393,0.9759111274129825
Penrose_N24,7,10,1,0.9853404145415058,0.9759111274694963
Penrose_N24,7,10,6,0.9824771586506224,0.9649436731469825
Penrose_N24,7,10,10,0.9812571117217022,0.964943673130046
Penrose_N24,7,20,1,0.9903394445933899,0.9759111274870326
Penrose_N24,7,20,6,0.9851578104733242,0.9649436731616277
Penrose_N24,7,20,11,0.9833875972924652,0.9759111274139607
Penrose_N24,7,20,16,0.9836035259960516,0.9649436732011406
Penrose_N24,7,20,20,0.9886950173456447,0.9649436732011406
Penrose_N24,7,40,1,0.996647091576502,0.975911127481683
Penrose_N24,7,40,6,0.9902905055282807,0.9649436732006356
Penrose_N24,7,40,11,0.9929734795729888,0.9759111274153824
Penrose_N24,7,40,16,0.9866037676492851,0.9649436731469825
Penrose_N24,7,40,21,0.9920896249415273,0.9759111275059831
Penrose_N24,7,40,26,0.9901758349105956,0.9649436731935166
Penrose_N24,7,40,31,0.9914726217859907,0.9759111274694963
Penrose_N24,7,40,36,0.9877245521275174,0.9649436731935166
Penrose_N24,7,40,40,0.9991378307891843,0.9649436732148737
Penrose_N24,7,80,1,0.9864732653488864,0.9759111274694962
Penrose_N24,7,80,6,0.9845389872163,0.9597219883809731
Penrose_N24,7,80,11,0.988330897034243,0.9759111274694963
Penrose_N24,7,80,16,0.9902103226840636,0.9649436731616278
Penrose_N24,7,80,21,0.9827628120061549,0.9759111274139607
Penrose_N24,7,80,26,0.9799607628303675,0.953850122545118
Penrose_N24,7,80,31,0.9913265895951195,0.9759111274146716
Penrose_N24,7,80,36,0.9814638397967261,0.9623328308046962
Penrose_N24,7,80,41,0.9842208261826177,0.9759111273902182
Penrose_N24,7,80,46,0.9871080840267951,0.9649436731469825
Penrose_N24,7,80,51,0.9988113879954827,0.9759111275401395
Penrose_N24,7,80,56,0.9847023763192793,0.9554766748405804
Penrose_N24,7,80,61,0.9971376702830388,0.9759111275451224
Penrose_N24,7,80,66,0.9771649357306124,0.9538501225751294
Penrose_N24,7,80,71,0.9905728525724444,0.9759111274694964
Penrose_N24,7,80,76,0.9849489221951233,0.9597219884086274
Penrose_N24,7,80,80,0.9828067171743613,0.9538501225751295
Penrose_N24,7,160,1,0.9933304985792147,0.9759111274870327
Penrose_N24,7,160,6,0.9899536621202737,0.9649436732006356
Penrose_N24,7,160,11,0.9820809723831618,0.9759111274870326
Penrose_N24,7,160,16,0.995366924720502,0.9649436732300178
Penrose_N24,7,160,21,0.990905931103353,0.9759111274870326
Penrose_N24,7,160,26,0.9918065564020119,0.9649436732011406
Penrose_N24,7,160,31,0.9957029904807545,0.9759111274904704
Penrose_N24,7,160,36,0.98068093775841,0.9554766749186121
Penrose_N24,7,160,41,0.9954290534900919,0.9759111275011362
Penrose_N24,7,160,46,0.9845826980787092,0.9538501225583971
Penrose_N24,7,160,51,0.9902141040083862,0.9660343561542979
Penrose_N24,7,160,56,0.9931218057845774,0.9649436732286069
Penrose_N24,7,160,61,0.9945301041635112,0.9741289256094144
Penrose_N24,7,160,66,0.9896624405637845,0.9649436732006356
Penrose_N24,7,160,71,0.9842721374311117,0.9759111274342412
Penrose_N24,7,160,76,0.9889580351006242,0.9649436732006356
Penrose_N24,7,160,81,0.9972660241396217,0.9759111274870326
Penrose_N24,7,160,86,0.984292260237187,0.9649436731616277
Penrose_N24,7,160,91,0.9870863606154455,0.9554752927744458
Penrose_N24,7,160,96,0.9829121629481998,0.9649436731775721
Penrose_N24,7,160,101,0.9874562772191726,0.9759111274612982
Penrose_N24,7,160,106,0.9893765149940469,0.9649436731935165
Penrose_N24,7,160,111,0.9877099213156127,0.9759111274904703
Penrose_N24,7,160,116,0.9938109599788875,0.9649436732011407
Penrose_N24,7,160,121,0.9910258354199591,0.9759111274694963
Penrose_N24,7,160,126,0.9897441349269411,0.9649436731935166
Penrose_N24,7,160,131,1.001989531672924,0.9759111275011362
Penrose_N24,7,160,136,0.9905089315847435,0.9649436732006356
Penrose_N24,7,160,141,0.9953186842044761,0.9759111274870326
Penrose_N24,7,160,146,0.996118085359072,0.9649436732006356
Penrose_N24,7,160,151,0.9917604172615404,0.972346723787733
Penrose_N24,7,160,156,0.9928361769297793,0.9649436731935166
Penrose_N24,7,160,160,0.9842276430973012,0.955476674917397
Penrose_N24,8,5,1,0.9875153740875092,0.9759111274694962
Penrose_N24,8,5,5,0.9876757631823301,0.9759111274870326
Penrose_N24,8,10,1,0.9908481042283129,0.9759111274129825
Penrose_N24,8,10,6,0.988528419554094,0.9649436731469825
Penrose_N24,8,10,10,0.9905356665569536,0.9649436731616278
Penrose_N24,8,20,1,0.9739638962538307,0.9512124145455654
Penrose_N24,8,20,6,0.9864368483805465,0.9649436732006356
Penrose_N24,8,20,11,0.981516821802301,0.9759111274139607
Penrose_N24,8,20,16,0.9936196510934835,0.9649436732286069
Penrose_N24,8,20,20,1.0055088416503057,0.9649436732343659
Penrose_N24,8,40,1,0.9932579553785963,0.9759111275451224
Penrose_N24,8,40,6,0.9759477945778381,0.9554766748614265
Penrose_N24,8,40,11,0.9886685007537533,0.9759111274904704
Penrose_N24,8,40,16,0.9897280492554889,0.9649436731935165
Penrose_N24,8,40,21,0.9821004925835356,0.9759111274694963
Penrose_N24,8,40,26,0.991290971712964,0.9649436732006356
Penrose_N24,8,40,31,0.9880288839303546,0.9759111274531002
Penrose_N24,8,40,36,0.9879114028927339,0.955476674937497
Penrose_N24,8,40,40,0.9755632889520135,0.955476674918612
Penrose_N24,8,80,1,0.9845842098924023,0.9759111274612982
Penrose_N24,8,80,6,0.9835280124167269,0.9649436731469825
Penrose_N24,8,80,11,0.9886401158526649,0.9759111274870326
Penrose_N24,8,80,16,0.9900217740596776,0.9649436732006356
Penrose_N24,8,80,21,0.981947097205286,0.9538501224599579
Penrose_N24,8,80,26,0.9877006412761093,0.9554766749280545
Penrose_N24,8,80,31,0.9914090252711604,0.9759111274694963
Penrose_N24,8,80,36,0.9881798577593257,0.955476674937497
Penrose_N24,8,80,41,0.9927809135196966,0.9759111274153824
Penrose_N24,8,80,46,0.9928195327238862,0.9649436731935166
Penrose_N24,8,80,51,0.9911226226960047,0.9538501225517575
Penrose_N24,8,80,56,0.9942264484565291,0.9649436732314288
Penrose_N24,8,80,61,0.9865280729240643,0.9571004630115052
Penrose_N24,8,80,66,0.9921080377329509,0.9649436732314287
Penrose_N24,8,80,71,0.9886340253104084,0.9759111274681602
Penrose_N24,8,80,76,0.9901484866568109,0.9649436731935165
Penrose_N24,8,80,80,0.9859027893690865,0.962332830770346
Penrose_N24,8,160,1,0.9835386683507963,0.9759111274694964
Penrose_N24,8,160,6,0.9869660087406471,0.9649436731543051
Penrose_N24,8,160,11,0.9897278549712688,0.9538501225751295
Penrose_N24,8,160,16,0.9934630402114201,0.9649436731616277
Penrose_N24,8,160,21,0.9923657275057781,0.9759111274694963
Penrose_N24,8,160,26,0.9986722157226453,0.9649436732286069
Penrose_N24,8,160,31,0.9780404832233366,0.9512124144700063
Penrose_N24,8,160,36,0.9988123403935267,0.9649436732286069
Penrose_N24,8,160,41,0.969249311570902,0.9512124145455654
Penrose_N24,8,160,46,0.9921609302123263,0.9649436732286069
Penrose_N24,8,160,51,0.9862867346593616,0.9759111274694963
Penrose_N24,8,160,56,0.9856450439528424,0.9649436732011406
Penrose_N24,8,160,61,0.9967360893755537,0.9759111275011362
Penrose_N24,8,160,66,0.9864542936918334,0.9649436731616277
Penrose_N24,8,160,71,0.9853903510583012,0.9759111274870326
Penrose_N24,8,160,76,0.9930391339291207,0.9649436732011406
Penrose_N24,8,160,81,0.9883769227954785,0.9759111274531
Penrose_N24,8,160,86,0.9844832377477271,0.9649436731935166
Penrose_N24,8,160,91,0.9834826346072679,0.951212414511074
Penrose_N24,8,160,96,0.98415269361494,0.9649436731935166
Penrose_N24,8,160,101,0.9878575491688453,0.9759111274694963
Penrose_N24,8,160,106,0.9867108119083862,0.9649436732006356
Penrose_N24,8,160,111,0.9808075101252088,0.9759111274694963
Penrose_N24,8,160,116,0.9920534125225379,0.9649436732011407
Penrose_N24,8,160,121,0.993875114045158,0.9759111274904703
Penrose_N24,8,160,126,0.9842623965431406,0.9649436731935165
Penrose_N24,8,160,131,0.9858427547373106,0.9759111274531
Penrose_N24,8,160,136,0.9796552496183747,0.9649436731469825
Penrose_N24,8,160,141,0.994614525696362,0.9759111274870326
Penrose_N24,8,160,146,0.9883836875285373,0.9649436732006356
Penrose_N24,8,160,151,0.9833860000183248,0.9538501224826657
Penrose_N24,8,160,156,0.9868135430860724,0.9649436731775721
Penrose_N24,8,160,160,0.9959954345579004,0.9649436732286069
Penrose_N24,9,5,1,0.9882135598932494,0.9759111274870326
Penrose_N24,9,5,5,0.9845956306504524,0.9759111274887515
Penrose_N24,9,10,1,0.9855776809847699,0.9759111274153823
Penrose_N24,9,10,6,0.9805553046959149,0.9538501225583972
Penrose_N24,9,10,10,0.9913368804214678,0.9597219883961765
Penrose_N24,9,20,1,0.9723307565979005,0.9525312685353682
Penrose_N24,9,20,6,0.983837804684247,0.9649436731935165
Penrose_N24,9,20,11,0.9849274802596736,0.9759111274870326
Penrose_N24,9,20,16,0.9854802520445679,0.9649436731543051
Penrose_N24,9,20,20,0.9951388707207014,0.9649436732006356
Penrose_N24,9,40,1,0.9895743779622775,0.9597219884102515
Penrose_N24,9,40,6,0.9946977168281445,0.9649436732286069
Penrose_N24,9,40,11,0.9893389058489536,0.9759111274694963
Penrose_N24,9,40,16,0.9874272252794515,0.9649436731935166
Penrose_N24,9,40,21,0.9870797650537341,0.9759111274870326
Penrose_N24,9,40,26,0.9846017424029404,0.9649436731935166
Penrose_N24,9,40,31,0.9993791347342809,0.9875375857675943
Penrose_N24,9,40,36,0.9882998886002912,0.9649436732011407
Penrose_N24,9,40,40,0.9838150213879752,0.9649436732006356
Penrose_N24,9,80,1,0.9878914966977936,0.9759111274694963
Penrose_N24,9,80,6,0.9960035904623963,0.9649436732006356
Penrose_N24,9,80,11,0.9929919275986616,0.9759111274904703
Penrose_N24,9,80,16,0.98285343711809,0.9554766748413879
Penrose_N24,9,80,21,0.9779679669998146,0.9759111273895794
Penrose_N24,9,80,26,0.9831134834823557,0.9649436731616277
Penrose_N24,9,80,31,0.9870151560520241,0.9759111274694963
Penrose_N24,9,80,36,1.0053066915912092,0.9649436732332362
Penrose_N24,9,80,41,0.984832106658576,0.9759111274694963
Penrose_N24,9,80,46,0.9980589555823257,0.9649436732286069
Penrose_N24,9,80,51,0.9791427855032274,0.9538501225186868
Penrose_N24,9,80,56,0.9882107449209679,0.9649436732006356
Penrose_N24,9,80,61,0.9820436192575424,0.9538501225290998
Penrose_N24,9,80,66,0.9855236726995737,0.9649436731935165
Penrose_N24,9,80,71,0.9878652311815102,0.9759111274870326
Penrose_N24,9,80,76,0.9871962871665694,0.9649436732006356
Penrose_N24,9,80,80,0.9868095173227264,0.9649436732006356
Penrose_N24,9,160,1,0.9866508997733475,0.9759111274887515
Penrose_N24,9,160,6,0.99326154282236,0.9649436732155205
Penrose_N24,9,160,11,0.9874538883424371,0.9759111274755896
Penrose_N24,9,160,16,0.9787726368983436,0.9538501226054643
Penrose_N24,9,160,21,0.9885845947689892,0.9759111274755896
Penrose_N24,9,160,26,0.9725222606481922,0.9538501225751295
Penrose_N24,9,160,31,0.9947673512282252,0.9759111274904703
Penrose_N24,9,160,36,0.9882802692391619,0.9649436731935166
Penrose_N24,9,160,41,0.9835250490511785,0.9512124145636061
Penrose_N24,9,160,46,0.9806140910600986,0.9554766749580619
Penrose_N24,9,160,51,0.9863234349284558,0.9759111274694963
Penrose_N24,9,160,56,0.991154599640437,0.9649436732011407
