arm,patch,pair,seed,replicate,budget,start,S_local_null
perturbed,1,0,23,1,300,orig,9.00000
perturbed,1,0,23,1,1000,orig,17.00000
perturbed,1,0,23,1,100,distant,1.00000
perturbed,1,0,23,1,300,distant,8.00000
perturbed,1,0,23,1,1000,distant,17.00000
perturbed,1,0,23,2,100,orig,7.00000
perturbed,1,0,23,2,300,orig,5.00000
perturbed,1,0,23,2,1000,orig,14.00000
perturbed,1,0,23,2,100,distant,12.00000
perturbed,1,0,23,2,300,distant,4.00000
perturbed,1,0,23,2,1000,distant,14.00000
perturbed,1,0,23,3,100,orig,-5.00000
perturbed,1,0,23,3,300,orig,13.00000
perturbed,1,0,23,3,1000,orig,16.00000
perturbed,1,0,23,3,100,distant,-4.00000
perturbed,1,0,23,3,300,distant,13.00000
perturbed,1,0,23,3,1000,distant,16.00000
perturbed,1,0,23,4,100,orig,-6.00000
perturbed,1,0,23,4,300,orig,8.00000
perturbed,1,0,23,4,1000,orig,16.00000
perturbed,1,0,23,4,100,distant,0.00000
perturbed,1,0,23,4,300,distant,5.00000
perturbed,1,0,23,4,1000,distant,16.00000
perturbed,1,0,24,0,100,orig,-4.00000
perturbed,1,0,24,0,300,orig,-6.00000
perturbed,1,0,24,0,1000,orig,-6.00000
perturbed,1,0,24,0,100,distant,-1.00000
perturbed,1,0,24,0,300,distant,-4.00000
perturbed,1,0,24,0,1000,distant,-6.00000
perturbed,1,0,24,1,100,orig,-2.00000
perturbed,1,0,24,1,300,orig,7.00000
perturbed,1,0,24,1,1000,orig,-2.00000
perturbed,1,0,24,1,100,distant,3.00000
perturbed,1,0,24,1,300,distant,-5.00000
perturbed,1,0,24,1,1000,distant,-6.00000
perturbed,1,0,24,2,100,orig,5.00000
perturbed,1,0,24,2,300,orig,6.00000
perturbed,1,0,24,2,1000,orig,-1.00000
perturbed,1,0,24,2,100,distant,0.00000
perturbed,1,0,24,2,300,distant,4.00000
perturbed,1,0,24,2,1000,distant,-1.00000
perturbed,1,0,24,3,100,orig,-10.00000
perturbed,1,0,24,3,300,orig,-6.00000
perturbed,1,0,24,3,1000,orig,-1.00000
perturbed,1,0,24,3,100,distant,-10.00000
perturbed,1,0,24,3,300,distant,-6.00000
perturbed,1,0,24,3,1000,distant,-1.00000
perturbed,1,0,24,4,100,orig,-8.00000
perturbed,1,0,24,4,300,orig,-7.00000
perturbed,1,0,24,4,1000,orig,-5.00000
perturbed,1,0,24,4,100,distant,-5.00000
perturbed,1,0,24,4,300,distant,-7.00000
perturbed,1,0,24,4,1000,distant,-5.00000
perturbed,1,0,25,0,100,orig,4.00000
perturbed,1,0,25,0,300,orig,8.00000
perturbed,1,0,25,0,1000,orig,7.00000
perturbed,1,0,25,0,100,distant,8.00000
perturbed,1,0,25,0,300,distant,4.00000
perturbed,1,0,25,0,1000,distant,4.00000
perturbed,1,0,25,1,100,orig,9.00000
perturbed,1,0,25,1,300,orig,6.00000
perturbed,1,0,25,1,1000,orig,5.00000
perturbed,1,0,25,1,100,distant,7.00000
perturbed,1,0,25,1,300,distant,4.00000
perturbed,1,0,25,1,1000,distant,4.00000
perturbed,1,0,25,2,100,orig,-3.00000
perturbed,1,0,25,2,300,orig,4.00000
perturbed,1,0,25,2,1000,orig,6.00000
perturbed,1,0,25,2,100,distant,7.00000
perturbed,1,0,25,2,300,distant,5.00000
perturbed,1,0,25,2,1000,distant,6.00000
perturbed,1,0,25,3,100,orig,10.00000
perturbed,1,0,25,3,300,orig,8.00000
perturbed,1,0,25,3,1000,orig,6.00000
perturbed,1,0,25,3,100,distant,4.00000
perturbed,1,0,25,3,300,distant,7.00000
perturbed,1,0,25,3,1000,distant,6.00000
perturbed,1,0,25,4,100,orig,6.00000
perturbed,1,0,25,4,300,orig,3.00000
perturbed,1,0,25,4,1000,orig,6.00000
perturbed,1,0,25,4,100,distant,8.00000
perturbed,1,0,25,4,300,distant,6.00000
perturbed,1,0,25,4,1000,distant,6.00000
perturbed,1,0,26,0,100,orig,19.00000
perturbed,1,0,26,0,300,orig,18.00000
perturbed,1,0,26,0,1000,orig,12.00000
perturbed,1,0,26,0,100,distant,16.00000
perturbed,1,0,26,0,300,distant,12.00000
perturbed,1,0,26,0,1000,distant,13.00000
perturbed,1,0,26,1,100,orig,2.00000
perturbed,1,0,26,1,300,orig,24.00000
perturbed,1,0,26,1,1000,orig,13.00000
perturbed,1,0,26,1,100,distant,10.00000
perturbed,1,0,26,1,300,distant,25.00000
perturbed,1,0,26,1,1000,distant,13.00000
perturbed,1,0,26,2,100,orig,18.00000
perturbed,1,0,26,2,300,orig,11.00000
perturbed,1,0,26,2,1000,orig,13.00000
perturbed,1,0,26,2,100,distant,6.00000
perturbed,1,0,26,2,300,distant,1.00000
perturbed,1,0,26,2,1000,distant,13.00000
perturbed,1,0,26,3,100,orig,17.00000
perturbed,1,0,26,3,300,orig,8.00000
perturbed,1,0,26,3,1000,orig,7.00000
perturbed,1,0,26,3,100,distant,19.00000
perturbed,1,0,26,3,300,distant,11.00000
perturbed,1,0,26,3,1000,distant,10.00000
perturbed,1,0,26,4,100,orig,16.00000
perturbed,1,0,26,4,300,orig,21.00000
perturbed,1,0,26,4,1000,orig,15.00000
perturbed,1,0,26,4,100,distant,20.00000
perturbed,1,0,26,4,300,distant,24.00000
perturbed,1,0,26,4,1000,distant,15.00000
perturbed,1,0,27,0,100,orig,-8.00000
perturbed,1,0,27,0,300,orig,-5.00000
perturbed,1,0,27,0,1000,orig,-12.00000
perturbed,1,0,27,0,100,distant,0.00000
perturbed,1,0,27,0,300,distant,-1.00000
perturbed,1,0,27,0,1000,distant,-12.00000
perturbed,1,0,27,1,100,orig,-6.00000
perturbed,1,0,27,1,300,orig,-12.00000
perturbed,1,0,27,1,1000,orig,-11.00000
perturbed,1,0,27,1,100,distant,1.00000
perturbed,1,0,27,1,300,distant,-13.00000
perturbed,1,0,27,1,1000,distant,-12.00000
perturbed,1,0,27,2,100,orig,-3.00000
perturbed,1,0,27,2,300,orig,-8.00000
perturbed,1,0,27,2,1000,orig,-10.00000
perturbed,1,0,27,2,100,distant,-6.00000
perturbed,1,0,27,2,300,distant,-10.00000
perturbed,1,0,27,2,1000,distant,-10.00000
perturbed,1,0,27,3,100,orig,-1.00000
perturbed,1,0,27,3,300,orig,0.00000
perturbed,1,0,27,3,1000,orig,-11.00000
perturbed,1,0,27,3,100,distant,0.00000
perturbed,1,0,27,3,300,distant,-1.00000
perturbed,1,0,27,3,1000,distant,-12.00000
perturbed,1,0,27,4,100,orig,-11.00000
perturbed,1,0,27,4,300,orig,-11.00000
perturbed,1,0,27,4,1000,orig,-12.00000
perturbed,1,0,27,4,100,distant,-1.00000
perturbed,1,0,27,4,300,distant,-8.00000
perturbed,1,0,27,4,1000,distant,-12.00000
perturbed,1,0,28,0,100,orig,3.00000
perturbed,1,0,28,0,300,orig,7.00000
perturbed,1,0,28,0,1000,orig,15.00000
perturbed,1,0,28,0,100,distant,0.00000
perturbed,1,0,28,0,300,distant,7.00000
perturbed,1,0,28,0,1000,distant,15.00000
perturbed,1,0,28,1,100,orig,11.00000
perturbed,1,0,28,1,300,orig,10.00000
perturbed,1,0,28,1,1000,orig,14.00000
perturbed,1,0,28,1,100,distant,6.00000
perturbed,1,0,28,1,300,distant,6.00000
perturbed,1,0,28,1,1000,distant,5.00000
perturbed,1,0,28,2,100,orig,-5.00000
perturbed,1,0,28,2,300,orig,5.00000
perturbed,1,0,28,2,1000,orig,14.00000
perturbed,1,0,28,2,100,distant,5.00000
perturbed,1,0,28,2,300,distant,8.00000
perturbed,1,0,28,2,1000,distant,14.00000
perturbed,1,0,28,3,100,orig,5.00000
perturbed,1,0,28,3,300,orig,5.00000
perturbed,1,0,28,3,1000,orig,11.00000
perturbed,1,0,28,3,100,distant,4.00000
perturbed,1,0,28,3,300,distant,8.00000
perturbed,1,0,28,3,1000,distant,11.00000
perturbed,1,0,28,4,100,orig,-4.00000
perturbed,1,0,28,4,300,orig,5.00000
perturbed,1,0,28,4,1000,orig,14.00000
perturbed,1,0,28,4,100,distant,4.00000
perturbed,1,0,28,4,300,distant,3.00000
perturbed,1,0,28,4,1000,distant,13.00000
perturbed,1,0,29,0,100,orig,22.00000
perturbed,1,0,29,0,300,orig,22.00000
perturbed,1,0,29,0,1000,orig,24.00000
perturbed,1,0,29,0,100,distant,19.00000
perturbed,1,0,29,0,300,distant,20.00000
perturbed,1,0,29,0,1000,distant,24.00000
perturbed,1,0,29,1,100,orig,12.00000
perturbed,1,0,29,1,300,orig,24.00000
perturbed,1,0,29,1,1000,orig,24.00000
perturbed,1,0,29,1,100,distant,22.00000
perturbed,1,0,29,1,300,distant,25.00000
perturbed,1,0,29,1,1000,distant,24.00000
perturbed,1,0,29,2,100,orig,22.00000
perturbed,1,0,29,2,300,orig,24.00000
perturbed,1,0,29,2,1000,orig,24.00000
perturbed,1,0,29,2,100,distant,18.00000
perturbed,1,0,29,2,300,distant,25.00000
perturbed,1,0,29,2,1000,distant,24.00000
perturbed,1,0,29,3,100,orig,-2.00000
perturbed,1,0,29,3,300,orig,-1.00000
perturbed,1,0,29,3,1000,orig,23.00000
perturbed,1,0,29,3,100,distant,24.00000
perturbed,1,0,29,3,300,distant,28.00000
perturbed,1,0,29,3,1000,distant,24.00000
perturbed,1,0,29,4,100,orig,15.00000
perturbed,1,0,29,4,300,orig,23.00000
perturbed,1,0,29,4,1000,orig,24.00000
perturbed,1,0,29,4,100,distant,26.00000
perturbed,1,0,29,4,300,distant,25.00000
perturbed,1,0,29,4,1000,distant,24.00000
perturbed,1,0,30,0,100,orig,-7.00000
perturbed,1,0,30,0,300,orig,4.00000
perturbed,1,0,30,0,1000,orig,3.00000
perturbed,1,0,30,0,100,distant,0.00000
perturbed,1,0,30,0,300,distant,-6.00000
perturbed,1,0,30,0,1000,distant,-3.00000
perturbed,1,0,30,1,100,orig,1.00000
perturbed,1,0,30,1,300,orig,1.00000
perturbed,1,0,30,1,1000,orig,3.00000
perturbed,1,0,30,1,100,distant,0.00000
perturbed,1,0,30,1,300,distant,1.00000
perturbed,1,0,30,1,1000,distant,3.00000
perturbed,1,0,30,2,100,orig,-8.00000
perturbed,1,0,30,2,300,orig,-3.00000
perturbed,1,0,30,2,1000,orig,2.00000
perturbed,1,0,30,2,100,distant,6.00000
perturbed,1,0,30,2,300,distant,5.00000
perturbed,1,0,30,2,1000,distant,3.00000
perturbed,1,0,30,3,100,orig,-1.00000
perturbed,1,0,30,3,300,orig,3.00000
perturbed,1,0,30,3,1000,orig,3.00000
perturbed,1,0,30,3,100,distant,0.00000
perturbed,1,0,30,3,300,distant,5.00000
perturbed,1,0,30,3,1000,distant,3.00000
perturbed,1,0,30,4,100,orig,-3.00000
perturbed,1,0,30,4,300,orig,4.00000
perturbed,1,0,30,4,1000,orig,3.00000
perturbed,1,0,30,4,100,distant,0.00000
perturbed,1,0,30,4,300,distant,1.00000
perturbed,1,0,30,4,1000,distant,-5.00000
perturbed,1,0,31,0,100,orig,5.00000
perturbed,1,0,31,0,300,orig,-3.00000
perturbed,1,0,31,0,1000,orig,3.00000
perturbed,1,0,31,0,100,distant,0.00000
perturbed,1,0,31,0,300,distant,1.00000
perturbed,1,0,31,0,1000,distant,3.00000
perturbed,1,0,31,1,100,orig,4.00000
perturbed,1,0,31,1,300,orig,14.00000
perturbed,1,0,31,1,1000,orig,3.00000
perturbed,1,0,31,1,100,distant,0.00000
perturbed,1,0,31,1,300,distant,-3.00000
perturbed,1,0,31,1,1000,distant,-12.00000
perturbed,1,0,31,2,100,orig,12.00000
perturbed,1,0,31,2,300,orig,11.00000
perturbed,1,0,31,2,1000,orig,3.00000
perturbed,1,0,31,2,100,distant,-5.00000
perturbed,1,0,31,2,300,distant,1.00000
perturbed,1,0,31,2,1000,distant,3.00000
perturbed,1,0,31,3,100,orig,-3.00000
perturbed,1,0,31,3,300,orig,10.00000
perturbed,1,0,31,3,1000,orig,11.00000
perturbed,1,0,31,3,100,distant,0.00000
perturbed,1,0,31,3,300,distant,-8.00000
perturbed,1,0,31,3,1000,distant,-11.00000
perturbed,1,0,31,4,100,orig,-7.00000
perturbed,1,0,31,4,300,orig,-12.00000
perturbed,1,0,31,4,1000,orig,3.00000
perturbed,1,0,31,4,100,distant,-8.00000
perturbed,1,0,31,4,300,distant,-6.00000
perturbed,1,0,31,4,1000,distant,5.00000
perturbed,1,0,32,0,100,orig,-46.00000
perturbed,1,0,32,0,300,orig,-48.00000
perturbed,1,0,32,0,1000,orig,-47.00000
perturbed,1,0,32,0,100,distant,-15.00000
perturbed,1,0,32,0,300,distant,-44.00000
perturbed,1,0,32,0,1000,distant,-48.00000
perturbed,1,0,32,1,100,orig,2.00000
perturbed,1,0,32,1,300,orig,-35.00000
perturbed,1,0,32,1,1000,orig,-48.00000
perturbed,1,0,32,1,100,distant,0.00000
perturbed,1,0,32,1,300,distant,-38.00000
perturbed,1,0,32,1,1000,distant,-48.00000
perturbed,1,0,32,2,100,orig,2.00000
perturbed,1,0,32,2,300,orig,2.00000
perturbed,1,0,32,2,1000,orig,-48.00000
perturbed,1,0,32,2,100,distant,0.00000
perturbed,1,0,32,2,300,distant,-25.00000
perturbed,1,0,32,2,1000,distant,-48.00000
perturbed,1,0,32,3,100,orig,-20.00000
perturbed,1,0,32,3,300,orig,-35.00000
perturbed,1,0,32,3,1000,orig,-44.00000
perturbed,1,0,32,3,100,distant,0.00000
perturbed,1,0,32,3,300,distant,0.00000
perturbed,1,0,32,3,1000,distant,-9.00000
perturbed,1,0,32,4,100,orig,-24.00000
perturbed,1,0,32,4,300,orig,-39.00000
perturbed,1,0,32,4,1000,orig,-48.00000
perturbed,1,0,32,4,100,distant,-15.00000
perturbed,1,0,32,4,300,distant,-39.00000
perturbed,1,0,32,4,1000,distant,-48.00000
perturbed,1,0,33,0,100,orig,-9.00000
perturbed,1,0,33,0,300,orig,16.00000
perturbed,1,0,33,0,1000,orig,5.00000
perturbed,1,0,33,0,100,distant,0.00000
perturbed,1,0,33,0,300,distant,16.00000
perturbed,1,0,33,0,1000,distant,5.00000
perturbed,1,0,33,1,100,orig,-6.00000
perturbed,1,0,33,1,300,orig,-16.00000
perturbed,1,0,33,1,1000,orig,10.00000
perturbed,1,0,33,1,100,distant,0.00000
perturbed,1,0,33,1,300,distant,13.00000
perturbed,1,0,33,1,1000,distant,13.00000
perturbed,1,0,33,2,100,orig,-17.00000
perturbed,1,0,33,2,300,orig,-6.00000
perturbed,1,0,33,2,1000,orig,-2.00000
perturbed,1,0,33,2,100,distant,0.00000
perturbed,1,0,33,2,300,distant,2.00000
perturbed,1,0,33,2,1000,distant,3.00000
perturbed,1,0,33,3,100,orig,4.00000
perturbed,1,0,33,3,300,orig,-11.00000
perturbed,1,0,33,3,1000,orig,8.00000
perturbed,1,0,33,3,100,distant,0.00000
perturbed,1,0,33,3,300,distant,-3.00000
perturbed,1,0,33,3,1000,distant,6.00000
perturbed,1,0,33,4,100,orig,-8.00000
perturbed,1,0,33,4,300,orig,-18.00000
perturbed,1,0,33,4,1000,orig,9.00000
perturbed,1,0,33,4,100,distant,-7.00000
perturbed,1,0,33,4,300,distant,-17.00000
perturbed,1,0,33,4,1000,distant,9.00000
perturbed,1,0,34,0,100,orig,18.00000
perturbed,1,0,34,0,300,orig,28.00000
perturbed,1,0,34,0,1000,orig,28.00000
perturbed,1,0,34,0,100,distant,5.00000
perturbed,1,0,34,0,300,distant,27.00000
perturbed,1,0,34,0,1000,distant,28.00000
perturbed,1,0,34,1,100,orig,4.00000
perturbed,1,0,34,1,300,orig,27.00000
perturbed,1,0,34,1,1000,orig,30.00000
perturbed,1,0,34,1,100,distant,0.00000
perturbed,1,0,34,1,300,distant,30.00000
perturbed,1,0,34,1,1000,distant,30.00000
perturbed,1,0,34,2,100,orig,7.00000
perturbed,1,0,34,2,300,orig,6.00000
perturbed,1,0,34,2,1000,orig,31.00000
perturbed,1,0,34,2,100,distant,7.00000
perturbed,1,0,34,2,300,distant,6.00000
perturbed,1,0,34,2,1000,distant,31.00000
perturbed,1,0,34,3,100,orig,2.00000
perturbed,1,0,34,3,300,orig,2.00000
perturbed,1,0,34,3,1000,orig,31.00000
perturbed,1,0,34,3,100,distant,2.00000
perturbed,1,0,34,3,300,distant,5.00000
perturbed,1,0,34,3,1000,distant,33.00000
perturbed,1,0,34,4,100,orig,5.00000
perturbed,1,0,34,4,300,orig,32.00000
perturbed,1,0,34,4,1000,orig,30.00000
perturbed,1,0,34,4,100,distant,0.00000
perturbed,1,0,34,4,300,distant,33.00000
perturbed,1,0,34,4,1000,distant,30.00000
perturbed,1,0,35,0,100,orig,8.00000
perturbed,1,0,35,0,300,orig,11.00000
perturbed,1,0,35,0,1000,orig,7.00000
perturbed,1,0,35,0,100,distant,9.00000
perturbed,1,0,35,0,300,distant,9.00000
perturbed,1,0,35,0,1000,distant,6.00000
perturbed,1,0,35,1,100,orig,5.00000
perturbed,1,0,35,1,300,orig,8.00000
perturbed,1,0,35,1,1000,orig,7.00000
perturbed,1,0,35,1,100,distant,0.00000
perturbed,1,0,35,1,300,distant,-2.00000
perturbed,1,0,35,1,1000,distant,7.00000
perturbed,1,0,35,2,100,orig,13.00000
perturbed,1,0,35,2,300,orig,11.00000
perturbed,1,0,35,2,1000,orig,8.00000
perturbed,1,0,35,2,100,distant,13.00000
perturbed,1,0,35,2,300,distant,11.00000
perturbed,1,0,35,2,1000,distant,8.00000
perturbed,1,0,35,3,100,orig,-6.00000
perturbed,1,0,35,3,300,orig,-1.00000
perturbed,1,0,35,3,1000,orig,8.00000
perturbed,1,0,35,3,100,distant,11.00000
perturbed,1,0,35,3,300,distant,10.00000
perturbed,1,0,35,3,1000,distant,7.00000
perturbed,1,0,35,4,100,orig,13.00000
perturbed,1,0,35,4,300,orig,7.00000
perturbed,1,0,35,4,1000,orig,8.00000
perturbed,1,0,35,4,100,distant,4.00000
perturbed,1,0,35,4,300,distant,8.00000
perturbed,1,0,35,4,1000,distant,8.00000
perturbed,1,0,36,0,100,orig,4.00000
perturbed,1,0,36,0,300,orig,1.00000
perturbed,1,0,36,0,1000,orig,8.00000
perturbed,1,0,36,0,100,distant,11.00000
perturbed,1,0,36,0,300,distant,4.00000
perturbed,1,0,36,0,1000,distant,8.00000
perturbed,1,0,36,1,100,orig,-2.00000
perturbed,1,0,36,1,300,orig,4.00000
perturbed,1,0,36,1,1000,orig,7.00000
perturbed,1,0,36,1,100,distant,5.00000
perturbed,1,0,36,1,300,distant,3.00000
perturbed,1,0,36,1,1000,distant,7.00000
perturbed,1,0,36,2,100,orig,9.00000
perturbed,1,0,36,2,300,orig,12.00000
perturbed,1,0,36,2,1000,orig,7.00000
perturbed,1,0,36,2,100,distant,1.00000
perturbed,1,0,36,2,300,distant,6.00000
perturbed,1,0,36,2,1000,distant,7.00000
perturbed,1,0,36,3,100,orig,-7.00000
perturbed,1,0,36,3,300,orig,-7.00000
perturbed,1,0,36,3,1000,orig,6.00000
perturbed,1,0,36,3,100,distant,-1.00000
perturbed,1,0,36,3,300,distant,-1.00000
perturbed,1,0,36,3,1000,distant,7.00000
perturbed,1,0,36,4,100,orig,9.00000
perturbed,1,0,36,4,300,orig,12.00000
perturbed,1,0,36,4,1000,orig,9.00000
perturbed,1,0,36,4,100,distant,11.00000
perturbed,1,0,36,4,300,distant,12.00000
perturbed,1,0,36,4,1000,distant,9.00000
perturbed,1,0,37,0,100,orig,20.00000
perturbed,1,0,37,0,300,orig,18.00000
perturbed,1,0,37,0,1000,orig,15.00000
perturbed,1,0,37,0,100,distant,24.00000
perturbed,1,0,37,0,300,distant,23.00000
perturbed,1,0,37,0,1000,distant,20.00000
perturbed,1,0,37,1,100,orig,24.00000
perturbed,1,0,37,1,300,orig,17.00000
perturbed,1,0,37,1,1000,orig,19.00000
perturbed,1,0,37,1,100,distant,14.00000
perturbed,1,0,37,1,300,distant,26.00000
perturbed,1,0,37,1,1000,distant,20.00000
perturbed,1,0,37,2,100,orig,21.00000
perturbed,1,0,37,2,300,orig,21.00000
perturbed,1,0,37,2,1000,orig,19.00000
perturbed,1,0,37,2,100,distant,24.00000
perturbed,1,0,37,2,300,distant,24.00000
perturbed,1,0,37,2,1000,distant,19.00000
perturbed,1,0,37,3,100,orig,-7.00000
perturbed,1,0,37,3,300,orig,9.00000
perturbed,1,0,37,3,1000,orig,20.00000
perturbed,1,0,37,3,100,distant,22.00000
perturbed,1,0,37,3,300,distant,21.00000
perturbed,1,0,37,3,1000,distant,20.00000
perturbed,1,0,37,4,100,orig,23.00000
perturbed,1,0,37,4,300,orig,21.00000
perturbed,1,0,37,4,1000,orig,25.00000
perturbed,1,0,37,4,100,distant,22.00000
perturbed,1,0,37,4,300,distant,25.00000
perturbed,1,0,37,4,1000,distant,25.00000
perturbed,1,0,38,0,100,orig,-9.00000
perturbed,1,0,38,0,300,orig,-11.00000
perturbed,1,0,38,0,1000,orig,1.00000
perturbed,1,0,38,0,100,distant,0.00000
perturbed,1,0,38,0,300,distant,0.00000
perturbed,1,0,38,0,1000,distant,2.00000
perturbed,1,0,38,1,100,orig,12.00000
perturbed,1,0,38,1,300,orig,-2.00000
perturbed,1,0,38,1,1000,orig,0.00000
perturbed,1,0,38,1,100,distant,-3.00000
perturbed,1,0,38,1,300,distant,-2.00000
perturbed,1,0,38,1,1000,distant,1.00000
perturbed,1,0,38,2,100,orig,1.00000
perturbed,1,0,38,2,300,orig,9.00000
perturbed,1,0,38,2,1000,orig,2.00000
perturbed,1,0,38,2,100,distant,1.00000
perturbed,1,0,38,2,300,distant,6.00000
perturbed,1,0,38,2,1000,distant,0.00000
perturbed,1,0,38,3,100,orig,10.00000
perturbed,1,0,38,3,300,orig,14.00000
perturbed,1,0,38,3,1000,orig,1.00000
perturbed,1,0,38,3,100,distant,-12.00000
perturbed,1,0,38,3,300,distant,4.00000
perturbed,1,0,38,3,1000,distant,1.00000
perturbed,1,0,38,4,100,orig,0.00000
perturbed,1,0,38,4,300,orig,5.00000
perturbed,1,0,38,4,1000,orig,3.00000
perturbed,1,0,38,4,100,distant,-2.00000
perturbed,1,0,38,4,300,distant,4.00000
perturbed,1,0,38,4,1000,distant,3.00000
perturbed,1,0,39,0,100,orig,7.00000
perturbed,1,0,39,0,300,orig,7.00000
perturbed,1,0,39,0,1000,orig,11.00000
perturbed,1,0,39,0,100,distant,9.00000
perturbed,1,0,39,0,300,distant,10.00000
perturbed,1,0,39,0,1000,distant,14.00000
perturbed,1,0,39,1,100,orig,1.00000
perturbed,1,0,39,1,300,orig,11.00000
perturbed,1,0,39,1,1000,orig,14.00000
perturbed,1,0,39,1,100,distant,7.00000
perturbed,1,0,39,1,300,distant,12.00000
perturbed,1,0,39,1,1000,distant,14.00000
perturbed,1,0,39,2,100,orig,1.00000
perturbed,1,0,39,2,300,orig,9.00000
perturbed,1,0,39,2,1000,orig,11.00000
perturbed,1,0,39,2,100,distant,7.00000
perturbed,1,0,39,2,300,distant,8.00000
perturbed,1,0,39,2,1000,distant,11.00000
perturbed,1,0,39,3,100,orig,6.00000
perturbed,1,0,39,3,300,orig,13.00000
perturbed,1,0,39,3,1000,orig,14.00000
perturbed,1,0,39,3,100,distant,7.00000
perturbed,1,0,39,3,300,distant,13.00000
perturbed,1,0,39,3,1000,distant,14.00000
perturbed,1,0,39,4,100,orig,1.00000
perturbed,1,0,39,4,300,orig,1.00000
perturbed,1,0,39,4,1000,orig,13.00000
perturbed,1,0,39,4,100,distant,3.00000
perturbed,1,0,39,4,300,distant,3.00000
perturbed,1,0,39,4,1000,distant,13.00000
perturbed,1,0,40,0,100,orig,4.00000
perturbed,1,0,40,0,300,orig,-9.00000
perturbed,1,0,40,0,1000,orig,-25.00000
perturbed,1,0,40,0,100,distant,-2.00000
perturbed,1,0,40,0,300,distant,-16.00000
perturbed,1,0,40,0,1000,distant,-25.00000
perturbed,1,0,40,1,100,orig,5.00000
perturbed,1,0,40,1,300,orig,-19.00000
perturbed,1,0,40,1,1000,orig,-25.00000
perturbed,1,0,40,1,100,distant,0.00000
perturbed,1,0,40,1,300,distant,4.00000
perturbed,1,0,40,1,1000,distant,-25.00000
perturbed,1,0,40,2,100,orig,13.00000
perturbed,1,0,40,2,300,orig,-23.00000
perturbed,1,0,40,2,1000,orig,-25.00000
perturbed,1,0,40,2,100,distant,-2.00000
perturbed,1,0,40,2,300,distant,-28.00000
perturbed,1,0,40,2,1000,distant,-25.00000
perturbed,1,0,40,3,100,orig,5.00000
perturbed,1,0,40,3,300,orig,-22.00000
perturbed,1,0,40,3,1000,orig,-26.00000
perturbed,1,0,40,3,100,distant,-3.00000
perturbed,1,0,40,3,300,distant,-25.00000
perturbed,1,0,40,3,1000,distant,-26.00000
perturbed,1,0,40,4,100,orig,-1.00000
perturbed,1,0,40,4,300,orig,-23.00000
perturbed,1,0,40,4,1000,orig,-25.00000
perturbed,1,0,40,4,100,distant,-6.00000
perturbed,1,0,40,4,300,distant,-23.00000
perturbed,1,0,40,4,1000,distant,-25.00000
perturbed,1,0,41,0,100,orig,7.00000
perturbed,1,0,41,0,300,orig,11.00000
perturbed,1,0,41,0,1000,orig,14.00000
perturbed,1,0,41,0,100,distant,13.00000
perturbed,1,0,41,0,300,distant,14.00000
perturbed,1,0,41,0,1000,distant,14.00000
perturbed,1,0,41,1,100,orig,4.00000
perturbed,1,0,41,1,300,orig,15.00000
perturbed,1,0,41,1,1000,orig,15.00000
perturbed,1,0,41,1,100,distant,8.00000
perturbed,1,0,41,1,300,distant,8.00000
perturbed,1,0,41,1,1000,distant,14.00000
perturbed,1,0,41,2,100,orig,18.00000
perturbed,1,0,41,2,300,orig,15.00000
perturbed,1,0,41,2,1000,orig,15.00000
perturbed,1,0,41,2,100,distant,1.00000
perturbed,1,0,41,2,300,distant,12.00000
perturbed,1,0,41,2,1000,distant,15.00000
perturbed,1,0,41,3,100,orig,14.00000
perturbed,1,0,41,3,300,orig,18.00000
perturbed,1,0,41,3,1000,orig,14.00000
perturbed,1,0,41,3,100,distant,10.00000
perturbed,1,0,41,3,300,distant,16.00000
perturbed,1,0,41,3,1000,distant,14.00000
perturbed,1,0,41,4,100,orig,15.00000
perturbed,1,0,41,4,300,orig,15.00000
perturbed,1,0,41,4,1000,orig,14.00000
perturbed,1,0,41,4,100,distant,17.00000
perturbed,1,0,41,4,300,distant,17.00000
perturbed,1,0,41,4,1000,distant,14.00000
perturbed,1,0,42,0,100,orig,-6.00000
perturbed,1,0,42,0,300,orig,-10.00000
perturbed,1,0,42,0,1000,orig,-11.00000
perturbed,1,0,42,0,100,distant,-1.00000
perturbed,1,0,42,0,300,distant,-8.00000
perturbed,1,0,42,0,1000,distant,-10.00000
perturbed,1,0,42,1,100,orig,1.00000
perturbed,1,0,42,1,300,orig,1.00000
perturbed,1,0,42,1,1000,orig,-6.00000
perturbed,1,0,42,1,100,distant,0.00000
perturbed,1,0,42,1,300,distant,-3.00000
perturbed,1,0,42,1,1000,distant,-10.00000
perturbed,1,0,42,2,100,orig,-8.00000
perturbed,1,0,42,2,300,orig,-10.00000
perturbed,1,0,42,2,1000,orig,-11.00000
perturbed,1,0,42,2,100,distant,-1.00000
perturbed,1,0,42,2,300,distant,-5.00000
perturbed,1,0,42,2,1000,distant,-11.00000
perturbed,1,0,42,3,100,orig,-6.00000
perturbed,1,0,42,3,300,orig,-8.00000
perturbed,1,0,42,3,1000,orig,-11.00000
perturbed,1,0,42,3,100,distant,-5.00000
perturbed,1,0,42,3,300,distant,-11.00000
perturbed,1,0,42,3,1000,distant,-11.00000
perturbed,1,0,42,4,100,orig,4.00000
perturbed,1,0,42,4,300,orig,-4.00000
perturbed,1,0,42,4,1000,orig,-11.00000
perturbed,1,0,42,4,100,distant,0.00000
