substrate,seed,threshold,n_walkers,n_near_loops,mean_perp_residue,median_perp_residue,std_perp_residue,mean_signed_perp_x,mean_signed_perp_y,mean_loop_area,median_loop_area,spearman_area_vs_residue,spearman_area_vs_residue_p,spearman_start_depth_vs_residue,spearman_min_depth_vs_residue,mean_residue_deep_start,mean_residue_shallow_start,mean_residue_visited_shallow,mean_residue_not_visited_shallow,spearman_pathlen_vs_residue,control
Penrose_N24,7,3.0,20000,167,1.1960483822909755,1.1755705046,0.5795053641791005,-0.05355851443532934,-0.08716092234850298,97.97955280845962,77.70525344692044,-0.07651377757239262,0.3257103843007914,-0.32367333795683406,0.1317746564476976,0.9979622110488231,1.3965211339095396,1.1960483822909755,,,real
Penrose_N24,8,1.0,20000,22,0.6619229953971426,0.0,0.7955324334377037,-0.18386749872727284,0.0597421718227273,123.18119666606786,103.85737447445845,0.13961735088971092,0.535465267300964,-0.28938869093503716,-0.052068603407313216,0.4412819969298382,0.8825639938644468,0.6619229953971426,,,real
Penrose_N24,8,2.0,20000,120,0.9992988721490232,1.1755705045366651,0.5594514301530121,0.012732200379166754,0.037756404939166675,100.83913487473343,89.79653470915795,0.07952019695342998,0.38794471338939224,-0.27924866291007006,0.1999533456795959,0.8374873900408686,1.1611103542571777,0.9992988721490232,,,real
Penrose_N24,8,3.0,20000,161,1.18521950689998,1.1755705045741416,0.6233573452735549,0.043931360355900714,-0.04692827060807453,102.14235782298465,88.27913211864535,0.08417324871079222,0.28841638278351267,-0.3692591002339781,0.04742798645545061,0.9448177740885468,1.428626261371556,1.18521950689998,,,real
Penrose_N24,9,1.0,20000,22,0.7354699948849611,0.0,0.8056670131334046,-0.11032049923181808,0.11317719476818187,103.30392705542286,68.41101323345285,0.02659597991108775,0.9064758807571816,-0.1861718593776142,-0.046480286276370845,0.7354699948891542,0.7354699948807678,0.7354699948849611,,,real
Penrose_N24,9,2.0,20000,124,1.0526154579713956,1.1755705045741416,0.572954897944734,0.09713778203387098,0.07920028922499997,94.98886375106927,68.37632391433752,0.12189930431509005,0.17743296223880978,-0.3173805092083893,0.07361023032822478,0.937150731752039,1.1680801841907518,1.0526154579713956,,,real
Penrose_N24,9,3.0,20000,165,1.159923435740691,1.1755705046317708,0.5584570907801801,0.04358171518424245,0.05135607232787882,92.84756329247956,67.69265974304471,0.06861747100227909,0.38117172026151086,-0.33131591647156106,0.07188336222413201,1.0323972996838258,1.2890047685787371,1.159923435740691,,,real
Penrose_N24,0,1.0,5000,6,0.5866910971654887,0.0,0.8297284127942255,,,,,,,,,,,,,,SHUFFLED
Penrose_N24,0,2.0,5000,36,0.9605477636600368,0.9270362274025771,0.6263883498103006,,,,,,,,,,,,,,SHUFFLED
Penrose_N24,0,3.0,5000,47,1.0341021403909094,1.0244915601984244,0.6414910613209648,,,,,,,,,,,,,,SHUFFLED
