linger_steps,max_consecutive_linger,min_idx,excursion,start_depth,min_depth,final_residue,residue_at_min,substrate,seed,threshold
20,3,863,0.3770660637585459,0.3771068881581595,4.082439961361484e-05,1.4142135623730951,2.379475758106066,AB_N30,1,3.0
45,5,280,0.4585289969303529,0.5091373404712924,0.05060834354093957,1.08239220030269,1.9834270397497524,AB_N30,1,3.0
34,3,261,0.40114800961477326,0.42722414174595613,0.026076132131182872,1.08239220030269,1.6042422288299498,AB_N30,1,3.0
110,4,268,0.7968011940604207,0.8178241739061911,0.021022979845770395,0.0,1.227833845027786,AB_N30,1,3.0
10,1,857,0.19438423385333636,0.23824131587248765,0.04385708201915128,1.08239220030269,1.158941651072325,AB_N30,1,3.0
118,5,99,0.84329087142164,0.8673071100465143,0.02401623862487423,1.4142135624,1.4934682381425977,AB_N30,1,3.0
34,2,463,0.3175868898109062,0.350362222164742,0.032775332353835784,1.08239220030269,1.860348020243771,AB_N30,1,3.0
25,4,136,0.29809345375259,0.33483591611230334,0.036742462359713346,0.7653668646450721,1.309858294916281,AB_N30,1,3.0
15,1,707,0.19426743843631844,0.22691977862155643,0.032652340185237994,2.141444941537851,1.9592162699340934,AB_N30,1,3.0
45,3,181,0.679554363220078,0.6871063902615149,0.007552027041436871,1.4142135623,1.9199717447527256,AB_N30,1,3.0
29,1,255,0.1847055912003801,0.2718933414395984,0.08718775023921832,2.0,1.6905219242202552,AB_N30,1,3.0
27,2,32,0.3991222426578087,0.41759243481252195,0.01847019215471324,0.7653668646833404,1.8364593657176207,AB_N30,1,3.0
14,1,527,0.29056577414466234,0.3273506181748681,0.036784844030205766,0.0,1.017097775806308,AB_N30,1,3.0
58,4,205,0.6405280319414343,0.6621905800951386,0.021662548153704386,0.76536686473746,1.6657140377599642,AB_N30,1,3.0
96,4,138,0.6934354356053379,0.6935717021304126,0.00013626652507470194,1.0823922002644217,1.4694827546756775,AB_N30,1,3.0
44,3,645,0.45149577995068835,0.4699659721054016,0.01847019215471324,0.76536686473746,0.9050924863382276,AB_N30,1,3.0
9,2,735,0.21174605290929294,0.21501595327614076,0.003269900366847822,2.1414449414743264,1.7891366986943196,AB_N30,1,3.0
43,2,69,0.28871382822048564,0.3580459260138126,0.06933209779332694,0.0,1.6905219241856042,AB_N30,1,3.0
12,1,115,0.2922317935412646,0.33404218554453824,0.04181039200327363,1.08239220030269,1.5593131517313341,AB_N30,1,3.0
26,3,219,0.45176681510310457,0.4775767782574345,0.02580996315432993,1.08239220030269,1.5049701869573127,AB_N30,1,3.0
24,4,412,0.36077500395280915,0.39345852298425066,0.03268351903144151,0.7653668646450721,0.7606863760608664,AB_N30,1,3.0
55,2,451,0.3432743052788251,0.3663871981840967,0.02311289290527163,1.9999999999673386,2.124786724807499,AB_N30,1,3.0
41,3,495,0.44420260725234173,0.48008778331475666,0.035885176062414925,0.76536686473746,0.8166734458960011,AB_N30,1,3.0
33,4,694,0.37216011031201046,0.4026058151113392,0.030445704799328732,1.4142135623730951,0.8091737813235369,AB_N30,1,3.0
92,4,506,0.6817725253622123,0.7078190184281143,0.02604649306590201,1.4142135623730951,1.4694827547519846,AB_N30,1,3.0
32,3,596,0.36664289629886404,0.3834275648867822,0.01678466858791816,1.08239220030269,0.708890200903511,AB_N30,1,3.0
24,4,444,0.41962899199806225,0.437746489425348,0.018117497427285745,1.08239220030269,1.0146118723590638,AB_N30,1,3.0
4,1,872,0.21593400732758927,0.2267894470856635,0.010855439758074237,0.76536686473746,2.082307152064189,AB_N30,1,3.0
53,2,873,0.6506604930390929,0.6746767316639671,0.02401623862487423,1.4142135624,1.5514737791400877,AB_N30,1,3.0
20,3,44,0.18527146260388794,0.23873680140663245,0.05346533880274451,1.0823922002644217,2.296100594179237,AB_N30,1,3.0
13,1,472,0.21831766980975043,0.25229942182112464,0.03398175201137421,1.08239220030269,1.6389910009726576,AB_N30,1,3.0
33,3,649,0.36892397182090597,0.3967094913113024,0.027785519490396426,1.08239220030269,1.959216269961148,AB_N30,1,3.0
41,2,184,0.39014546230978797,0.4243312833930071,0.0341858210832191,0.76536686473746,2.1878748969532467,AB_N30,1,3.0
44,2,73,0.5129697500495175,0.5205714317145014,0.0076016816649838725,1.4142135623,1.8284271247000001,AB_N30,1,3.0
56,2,782,0.5659405828237258,0.6041372033567107,0.03819662053298489,1.4142135624,2.0043063494763556,AB_N30,1,3.0
29,2,92,0.3887568496860141,0.42246891620811977,0.03371206652210568,1.4142135623730951,2.2687411174095904,AB_N30,1,3.0
8,5,407,0.24478059037105504,0.24491685689612974,0.00013626652507470194,2.000000000038049,0.9262096826260492,AB_N30,1,3.0
75,6,547,0.6810815890291833,0.7172135901634095,0.03613200113422621,1.08239220030269,1.0847227798103203,AB_N30,1,3.0
19,1,133,0.36937888926330475,0.3971644087537012,0.027785519490396426,0.76536686473746,1.4736257582412833,AB_N30,1,3.0
11,4,370,0.214374510523335,0.24042100358923701,0.02604649306590201,0.76536686473746,2.178340194799109,AB_N30,1,3.0
101,4,1013,0.7827207480597568,0.8257197416444569,0.04299899358470016,0.7653668647757284,1.1589416509755712,AB_N30,1,3.0
31,2,75,0.42909836391369793,0.45221125681896956,0.02311289290527163,1.08239220030269,1.732050807579861,AB_N30,1,3.0
80,3,482,0.4929041048456332,0.55544954274764,0.06254543790200684,1.08239220030269,1.888504819625281,AB_N30,1,3.0
13,2,1001,0.35560227019321533,0.36612520177036,0.010522931577144679,0.76536686473746,1.4736257582025531,AB_N30,1,3.0
42,4,396,0.30642326205080284,0.3570316055917424,0.05060834354093957,0.7653668647757284,2.130026573102704,AB_N30,1,3.0
57,2,188,0.6977151445151958,0.7053168261801797,0.0076016816649838725,0.765366864645072,1.4951581896216362,AB_N30,1,3.0
50,3,82,0.32989294999479857,0.3813381613768181,0.05144521138201952,0.76536686473746,1.5632180954013573,AB_N30,1,3.0
28,6,629,0.24186705662268182,0.3011588004579113,0.059291743835229505,0.76536686473746,0.5339829577762869,AB_N30,1,3.0
89,4,984,0.676111325089695,0.7122433262239212,0.03613200113422621,0.765366864645072,1.8477590649094937,AB_N30,1,3.0
54,2,503,0.6129725940946197,0.6387825572489496,0.02580996315432993,0.76536686473746,1.1737263887984875,AB_N30,1,3.0
83,5,151,0.6132472775641142,0.6546014391054511,0.041354161541336865,1.4142135623730951,1.7078462692415577,AB_N30,1,3.0
22,3,130,0.34916611091644123,0.35243601128328905,0.003269900366847822,1.08239220030269,0.5857864375999999,AB_N30,1,3.0
47,3,654,0.45326448012008014,0.47907444327441007,0.02580996315432993,1.0823922002644217,0.6788923011719923,AB_N30,1,3.0
117,4,15,0.904899946758731,0.922937860466643,0.018037913707911968,1.0823922002644217,1.4736257581545689,AB_N30,1,3.0
12,3,608,0.2694443398252343,0.2954908328911363,0.02604649306590201,1.08239220030269,2.368138723591254,AB_N30,1,3.0
19,2,704,0.30156865770131613,0.3283934850335215,0.02682482733220537,1.0823922002644215,2.434510247910489,AB_N30,1,3.0
58,3,34,0.6478536340753387,0.6587090738334129,0.010855439758074237,0.76536686473746,1.1278643264001138,AB_N30,1,3.0
56,3,202,0.6953926204929128,0.7029446475343497,0.007552027041436871,0.76536686473746,1.5475392009596152,AB_N30,1,3.0
11,4,1003,0.24127350141950643,0.28410227478185934,0.04282877336235291,0.76536686473746,0.41421356239999996,AB_N30,1,3.0
41,4,542,0.46064253954898715,0.5112508830899267,0.05060834354093957,0.76536686473746,1.1964353325968806,AB_N30,1,3.0
67,4,77,0.48642907999911233,0.5334871549882594,0.04705807498914705,1.4142135624,1.2426406872036326,AB_N30,1,3.0
20,4,477,0.3186957868257775,0.3295512265838517,0.010855439758074237,0.76536686473746,0.7952783361017199,AB_N30,1,3.0
34,2,70,0.264469718349285,0.31968601788527073,0.055216299535985724,2.0,1.6389910008506317,AB_N30,1,3.0
11,2,561,0.19465841008890727,0.19479467661398198,0.00013626652507470194,1.08239220030269,0.29717293709346226,AB_N30,1,3.0
20,2,535,0.3630558521088383,0.41720991241120786,0.05415406030236958,0.76536686473746,1.5514737791400877,AB_N30,1,3.0
15,2,582,0.26268900312899646,0.2811591952837097,0.01847019215471324,1.4142135623730951,0.46717670049696514,AB_N30,1,3.0
18,2,209,0.2847059224540962,0.29529928788006843,0.010593365425972223,1.4142135623999998,2.0852329329177146,AB_N30,1,3.0
92,4,713,0.7668486085095527,0.8088559116545049,0.04200730314495216,1.08239220030269,1.1883271945131446,AB_N30,1,3.0
21,4,259,0.35851951623243283,0.36934577305118843,0.010826256818755597,0.7653668647757284,2.35460312520738,AB_N30,1,3.0
11,2,624,0.24996461335579867,0.2532345137226465,0.003269900366847822,1.08239220030269,1.3071289444835672,AB_N30,1,3.0
22,2,458,0.34650825969850396,0.415773579794928,0.06926532009642405,1.08239220030269,1.7905476147104944,AB_N30,1,3.0
21,3,50,0.2459596672025398,0.282091668336766,0.03613200113422621,1.08239220030269,0.9938846468083126,AB_N30,1,3.0
49,3,608,0.5743540032575299,0.5993819120301342,0.0250279087726043,0.76536686473746,0.859082841881129,AB_N30,1,3.0
60,2,450,0.5738555836116407,0.6195269217412235,0.045671338129582795,0.76536686473746,1.9605047886486986,AB_N30,1,3.0
119,5,214,0.6116266167441162,0.6863879114829057,0.07476129473878945,1.08239220030269,1.3256542961836797,AB_N30,1,3.0
26,4,396,0.27050553844336533,0.27377543881021316,0.003269900366847822,0.76536686473746,0.76536686473746,AB_N30,1,3.0
24,4,763,0.27435777604066847,0.32920766847703953,0.05484989243637106,0.76536686473746,1.2426406871846902,AB_N30,1,3.0
51,2,42,0.4580176876730172,0.5035127432608616,0.04549505558784439,1.08239220030269,0.8870155378501183,AB_N30,1,3.0
43,3,392,0.3695911429530737,0.41479650868636575,0.045205365733292036,0.76536686473746,1.8793516350894748,AB_N30,1,3.0
12,1,143,0.20694217267671144,0.23959451286194944,0.032652340185237994,1.84775906504015,1.158941651072325,AB_N30,1,3.0
15,3,128,0.3455166149637251,0.38135391901733984,0.03583730405361474,1.0823922002644217,1.9535183172899955,AB_N30,1,3.0
20,3,137,0.22254901748412514,0.26689277322249916,0.04434375573837401,0.76536686473746,0.9262096826260492,AB_N30,1,3.0
29,4,903,0.3748879932471396,0.40396197984237814,0.02907398659523852,1.8477590650018818,1.4934682380602011,AB_N30,1,3.0
41,4,84,0.46901651446033354,0.5045716092721366,0.03555509481180308,0.0,1.1430511029229222,AB_N30,1,3.0
82,4,46,0.548956783662686,0.5907671756659596,0.04181039200327363,0.0,1.8747582845835908,AB_N30,1,3.0
24,2,250,0.3998552252370672,0.42859368218032345,0.028738456943256274,0.76536686473746,0.7875749633920177,AB_N30,1,3.0
30,2,85,0.41300120234975657,0.45598443833750557,0.042983235987749,1.08239220030269,0.9574648187588863,AB_N30,1,3.0
33,4,312,0.3626668963090275,0.3628031628341022,0.00013626652507470194,1.847759064947762,0.5491039885008437,AB_N30,1,3.0
49,4,701,0.4181890278390461,0.4432169366116504,0.0250279087726043,0.76536686473746,0.6899613454987943,AB_N30,1,3.0
127,3,525,0.873079722948097,0.9214770905942651,0.04839736764616809,0.7653668646450721,1.4736257582131747,AB_N30,1,3.0
59,3,917,0.38838141731473796,0.4064989147420237,0.018117497427285745,0.765366864645072,1.765714871083844,AB_N30,1,3.0
6,1,58,0.15214479656942193,0.19415209971437408,0.04200730314495216,1.84775906504015,0.6788923011719923,AB_N30,1,3.0
59,2,691,0.6168903345003728,0.6349282482082848,0.018037913707911968,0.76536686473746,0.9262096827209174,AB_N30,1,3.0
41,3,588,0.5416242102161423,0.5448736320029753,0.0032494217868330733,1.08239220030269,1.369345945730741,AB_N30,1,3.0
21,1,732,0.21184846072590757,0.25586248163927583,0.04401402091336826,0.76536686473746,0.3170253355269617,AB_N30,1,3.0
37,2,135,0.46231345016345726,0.46231345016413294,6.756817327868703e-13,1.08239220030269,2.1523168056862416,AB_N30,1,3.0
121,12,35,0.78620049006875,0.8217555848805531,0.03555509481180308,0.76536686473746,1.690521924185604,AB_N30,1,3.0
60,4,95,0.5583166456300211,0.5942018216924361,0.035885176062414925,1.08239220030269,0.8314698640185925,AB_N30,1,3.0
26,2,103,0.2612268767359811,0.3198341498400846,0.05860727310410352,0.76536686473746,1.2426406871384685,AB_N30,1,3.0
13,2,169,0.19804905221173852,0.22849475701106725,0.030445704799328732,1.4142135624,1.860348020266845,AB_N30,1,3.0
10,1,415,0.2209006182618629,0.24491685688673714,0.02401623862487423,1.4142135624,1.860348020243771,AB_N30,1,3.0
77,5,615,0.6565560320045312,0.6750262241592444,0.01847019215471324,1.4142135623730951,0.9804733716083711,AB_N30,1,3.0
85,4,247,0.6767445986014688,0.7210367907482373,0.044292192146768494,0.7653668647757284,1.7891366986471753,AB_N30,1,3.0
24,3,57,0.4377861647160799,0.45590366214336564,0.018117497427285745,1.08239220030269,2.1715728752700865,AB_N30,1,3.0
102,6,27,0.8075759369205202,0.8317645778812376,0.024188640960717378,1.08239220030269,1.690521924185604,AB_N30,1,3.0
16,2,348,0.30230323260728265,0.3198719996321052,0.017568767024822574,0.7653668646450721,0.4671767005221574,AB_N30,1,3.0
6,1,267,0.2332413395782562,0.24383470500422844,0.010593365425972223,1.4142135623730951,2.0993024764369856,AB_N30,1,3.0
82,4,16,0.4941921448270198,0.5455334597770931,0.051341314950073325,0.76536686473746,1.9013741581724475,AB_N30,1,3.0
51,5,159,0.5337930484697179,0.5675051149918235,0.03371206652210568,1.08239220030269,0.7952783361017199,AB_N30,1,3.0
80,3,743,0.7415252945004328,0.7757111155836519,0.0341858210832191,1.08239220030269,1.2985728709813806,AB_N30,1,3.0
42,5,246,0.4333529479066591,0.459429080037842,0.026076132131182872,0.7653668647757284,1.8793516350894748,AB_N30,1,3.0
50,5,716,0.41028096381388546,0.4501470719745665,0.039866108160681035,1.08239220030269,1.3098582948214126,AB_N30,1,3.0
48,3,198,0.5477743887958982,0.5645590573838164,0.01678466858791816,2.000000000038049,2.074009448024265,AB_N30,1,3.0
42,4,545,0.49971604093432265,0.49985230745939735,0.00013626652507470194,1.08239220030269,1.6405310526897772,AB_N30,1,3.0
41,3,202,0.4858946349133122,0.5069176147590826,0.021022979845770395,1.0823922002644217,2.0292237446843076,AB_N30,1,3.0
43,4,888,0.25807301715725717,0.3219946333632031,0.06392161620594594,0.76536686473746,1.888504819695877,AB_N30,1,3.0
72,5,176,0.6105734789278184,0.6366199719937204,0.02604649306590201,0.76536686473746,1.9790752586854181,AB_N30,1,3.0
131,4,816,0.8847067392011891,0.9186884912125634,0.03398175201137421,1.08239220030269,1.3098582948604813,AB_N30,1,3.0
39,2,315,0.4574030008847989,0.5049740954078986,0.04757109452309971,1.4142135624,2.138596064907153,AB_N30,1,3.0
7,1,416,0.3055335540928733,0.31638899385094754,0.010855439758074237,2.1414449414743264,1.4408741949746422,AB_N30,1,3.0
35,3,272,0.33094684639346017,0.36773169042366594,0.036784844030205766,1.847759064947762,2.2687411173429566,AB_N30,1,3.0
28,3,647,0.27929942995759505,0.2868514569990319,0.007552027041436871,0.76536686473746,0.6644988884914864,AB_N30,1,3.0
12,4,856,0.2351467720910777,0.2351467720917534,6.756817327868703e-13,0.76536686473746,2.296100594245522,AB_N30,1,3.0
52,4,31,0.3345519318612473,0.37129439422096067,0.036742462359713346,1.84775906504015,0.9262096826393083,AB_N30,1,3.0
153,6,35,0.8367578813626567,0.8735003437223701,0.036742462359713346,1.4142135624,1.4736257582131749,AB_N30,1,3.0
38,2,607,0.3749054383331445,0.4177342116954974,0.04282877336235291,2.141444941537851,2.1850865556511097,AB_N30,1,3.0
53,2,367,0.48452419003098157,0.5386782503333511,0.05415406030236958,0.0,0.8801154784634435,AB_N30,1,3.0
15,1,423,0.21522365524474685,0.24025156401735115,0.0250279087726043,1.84775906504015,1.5049701869925571,AB_N30,1,3.0
46,5,23,0.44524931778486687,0.49301851466350843,0.04776919687864156,1.0823922002644217,1.7320508075091954,AB_N30,1,3.0
72,6,742,0.5400896406822291,0.5688280976254854,0.028738456943256274,0.76536686473746,1.469482754661258,AB_N30,1,3.0
17,3,723,0.19600910881997402,0.24002312973334228,0.04401402091336826,1.4142135624,0.48004934978564034,AB_N30,1,3.0
4,1,208,0.16642072621370751,0.1740224078786914,0.0076016816649838725,0.7653668647757284,1.4408741950068773,AB_N30,1,3.0
25,3,584,0.2904823483844511,0.3273506181748681,0.03686826979041702,1.84775906504015,0.9062474551218671,AB_N30,1,3.0
49,2,913,0.6701779187216074,0.6886481108763206,0.01847019215471324,1.08239220030269,1.9136104314809532,AB_N30,1,3.0
67,5,740,0.54468987661473,0.5707660087459129,0.026076132131182872,1.08239220030269,2.0740094479440745,AB_N30,1,3.0
19,1,745,0.21004424039223313,0.24911265233337365,0.039068411941140524,1.08239220030269,2.3794757581052317,AB_N30,1,3.0
75,8,96,0.6726912640260282,0.6728275305511029,0.00013626652507470194,1.0823922002644217,1.8747582845999369,AB_N30,1,3.0
40,7,70,0.3091348206004564,0.34587728296016973,0.036742462359713346,0.76536686473746,2.3394632002579745,AB_N30,1,3.0
21,2,484,0.24865712912165816,0.3046950975990944,0.05603796847743625,0.0,1.5632180954013573,AB_N30,1,3.0
18,2,45,0.20637795955231653,0.2605320198546861,0.05415406030236958,1.8477590650401499,0.6103957748711024,AB_N30,1,3.0
34,3,564,0.3557594757187129,0.3818356078498958,0.026076132131182872,0.76536686473746,1.7740310757606115,AB_N30,1,3.0
120,6,158,0.818102005054542,0.8715673438572865,0.05346533880274451,0.76536686473746,1.2207915498662814,AB_N30,1,3.0
10,2,237,0.4059222444458217,0.4167485012645773,0.010826256818755597,1.08239220030269,2.3242246563980835,AB_N30,1,3.0
32,2,563,0.30003869973679875,0.33559379454860183,0.03555509481180308,0.0,1.2466984980520095,AB_N30,1,3.0
41,3,571,0.3293320479927716,0.38361189675862406,0.054279848765852456,2.0,1.5703328915610841,AB_N30,1,3.0
20,1,990,0.16604724040061036,0.1889461396015355,0.022898899200925138,1.4142135623730951,1.7691642984456366,AB_N30,1,3.0
21,1,330,0.21640183442373462,0.2519569292355377,0.03555509481180308,2.0,1.495158189681753,AB_N30,1,3.0
6,1,129,0.1530784967184563,0.17119599414574205,0.018117497427285745,0.7653668647757284,1.4736257582902885,AB_N30,1,3.0
18,2,38,0.23010773729306122,0.25673872487727145,0.02663098758421023,1.4142135624,1.08239220030269,AB_N30,1,3.0
39,3,861,0.37424166184714813,0.4168733551250918,0.042631693277943694,0.76536686473746,1.3648864458710726,AB_N30,1,3.0
3,1,313,0.18573880511826912,0.20385630254555487,0.018117497427285745,1.4142135623730951,0.8460075369566956,AB_N30,1,3.0
136,5,634,0.864834107580195,0.9218738380920762,0.05703973051188127,0.76536686473746,1.28162744187497,AB_N30,1,3.0
33,2,593,0.3155647405272126,0.3516967416614388,0.03613200113422621,2.1414449414743264,2.2491941896050727,AB_N30,1,3.0
25,4,949,0.2963339037387651,0.3372588934670908,0.0409249897283257,0.76536686473746,1.7891366987425905,AB_N30,1,3.0
60,2,152,0.5222959312505278,0.5643032343954799,0.04200730314495216,0.76536686473746,1.9365476079422792,AB_N30,1,3.0
24,3,606,0.2379931554304835,0.2849231181508336,0.046929962720350105,0.765366864645072,2.1219154829172924,AB_N30,1,3.0
68,4,510,0.6105734789278184,0.6366199719937204,0.02604649306590201,0.7653668647757282,1.9790752586854181,AB_N30,1,3.0
34,2,716,0.5149676597423973,0.5577964331047502,0.04282877336235291,0.76536686473746,0.951076006681127,AB_N30,1,3.0
118,8,922,0.922328256238335,0.9404457536656208,0.018117497427285745,0.76536686473746,1.53073372947492,AB_N30,1,3.0
30,4,632,0.2317198251581345,0.2954057550768262,0.06368592991869171,0.0,2.4238622731163413,AB_N30,1,3.0
4,2,43,0.21392120045363516,0.21719110082048299,0.003269900366847822,1.4142135623730951,2.0424428695256323,AB_N30,1,3.0
9,2,42,0.26262443835762583,0.3069166305043943,0.044292192146768494,1.08239220030269,1.08239220030269,AB_N30,1,3.0
85,3,567,0.6882930220821393,0.7151178494143446,0.02682482733220537,1.08239220030269,1.8150406373023502,AB_N30,1,3.0
34,5,651,0.2932881503565058,0.3372394718490048,0.04395132149249903,1.4142135623999998,1.2835963281913325,AB_N30,1,3.0
32,3,3,0.31263143640176316,0.3300791147828117,0.017447678381048548,0.76536686473746,1.7320508075798613,AB_N30,1,3.0
26,1,147,0.5509094105608028,0.5614323421379475,0.010522931577144679,1.4142135623730951,1.7823084775911573,AB_N30,1,3.0
39,2,835,0.42294652873061755,0.49657811421223685,0.0736315854816193,0.76536686473746,1.311784809534176,AB_N30,1,3.0
20,1,451,0.2532021870314122,0.32246750712783623,0.06926532009642405,0.0,2.3794757580144488,AB_N30,1,3.0
83,4,444,0.5823948022103793,0.6165806232935984,0.0341858210832191,0.76536686473746,0.863229983370181,AB_N30,1,3.0
66,2,846,0.6517370585884793,0.6957510795018476,0.04401402091336826,1.08239220030269,1.53635597864257,AB_N30,1,3.0
7,4,156,0.18910874196119953,0.18924500848627424,0.00013626652507470194,0.76536686473746,0.6788923011511524,AB_N30,1,3.0
79,4,318,0.6443852796254198,0.6712101069576252,0.02682482733220537,0.76536686473746,1.6368105650961768,AB_N30,1,3.0
68,5,466,0.4379375128756203,0.48960548822086425,0.05166797534524392,1.08239220030269,0.7606863760515239,AB_N30,1,3.0
7,2,466,0.17568711993156805,0.20173361299747006,0.02604649306590201,2.1414449415733867,1.22079154988946,AB_N30,1,3.0
14,3,924,0.24228625338839904,0.2752157803009363,0.032929526912537255,1.4142135624,2.195742345958814,AB_N30,1,3.0
50,4,326,0.5114283555182719,0.5529154465409046,0.041487091022632705,1.08239220030269,2.0740094479440745,AB_N30,1,3.0
40,2,293,0.6232802538416395,0.6232802538423152,6.756817327868703e-13,0.76536686473746,0.9262096827287508,AB_N30,1,3.0
55,3,299,0.5116830649232479,0.5478150660574741,0.03613200113422621,1.4142135623730951,1.4245831851170294,AB_N30,1,3.0
4,2,883,0.1921174639716201,0.22582953049372578,0.03371206652210568,0.76536686473746,1.9352431382943767,AB_N30,1,3.0
19,1,7,0.4459664814678609,0.4916378195974437,0.045671338129582795,0.76536686473746,0.7174389352078666,AB_N30,1,3.0
39,3,391,0.36244817386280126,0.43597674596442193,0.07352857210162067,1.08239220030269,0.8460075369566955,AB_N30,1,3.0
72,6,675,0.7446713680122126,0.7554976248309682,0.010826256818755597,0.765366864645072,1.1589416509755712,AB_N30,1,3.0
40,6,410,0.3587054652957823,0.3818183582010539,0.02311289290527163,1.08239220030269,0.7088902009790563,AB_N30,1,3.0
7,1,36,0.17223358813038692,0.2216890852473532,0.049455497116966285,1.0823922002644217,1.7691642984515226,AB_N30,1,3.0
34,2,443,0.2728515758826908,0.31719533162106484,0.04434375573837401,1.08239220030269,2.421345702292372,AB_N30,1,3.0
6,1,518,0.1941175876494261,0.21830622861014348,0.024188640960717378,0.76536686473746,0.6736112243828459,AB_N30,1,3.0
8,2,702,0.15145466248076478,0.1745675553860364,0.02311289290527163,2.141444941537851,0.6788923011972647,AB_N30,1,3.0
17,4,194,0.26447773373112715,0.2902876968854571,0.02580996315432993,2.0,2.222393632056756,AB_N30,1,3.0
28,1,269,0.24122088675637088,0.2716665915556996,0.030445704799328732,0.76536686473746,0.61039577487687,AB_N30,1,3.0
42,1,436,0.4186058020460367,0.4569685749930186,0.03836277294698187,0.76536686473746,2.2107242315451185,AB_N30,1,3.0
67,1,984,0.3294613167732595,0.3901244720967286,0.06066315532346911,1.4142135623730951,0.76536686473746,AB_N30,1,3.0
31,2,767,0.39724156440349423,0.4004909861903273,0.0032494217868330733,2.0,2.3619152743321785,AB_N30,1,3.0
35,4,45,0.31872754441039364,0.34477403747629565,0.02604649306590201,1.0823922002644217,0.9262096827209174,AB_N30,1,3.0
48,3,131,0.41139816798436313,0.43918368747475955,0.027785519490396426,0.76536686473746,0.610395774995179,AB_N30,1,3.0
48,3,201,0.4253327865851989,0.46734008973015106,0.04200730314495216,0.76536686473746,0.8801154785380763,AB_N30,1,3.0
62,4,83,0.6756053625246875,0.7014153256790174,0.02580996315432993,1.08239220030269,1.0290162792863677,AB_N30,1,3.0
27,2,269,0.2845976550558639,0.307496554256789,0.022898899200925138,2.1414449415378507,2.0710678119,AB_N30,1,3.0
99,3,31,0.6017639138033021,0.670754071956287,0.06899015815298493,0.76536686473746,1.5403191234736746,AB_N30,1,3.0
58,3,108,0.5493760835087866,0.5602315232668609,0.010855439758074237,0.76536686473746,0.8870155379104931,AB_N30,1,3.0
13,6,97,0.2874530505391103,0.3134995436050123,0.02604649306590201,0.76536686473746,2.243766450761737,AB_N30,1,3.0
120,6,109,0.6597797541566296,0.7417273781970254,0.0819476240403958,0.7653668647757284,1.7320508075798613,AB_N30,1,3.0
48,4,927,0.514615783696178,0.5406919158273609,0.026076132131182872,1.08239220030269,2.1051027302517764,AB_N30,1,3.0
28,3,293,0.3613504159485694,0.3967610027849716,0.03541058683640219,0.0,0.7639989506572624,AB_N30,1,3.0
17,1,560,0.21444453553420206,0.250329711596617,0.035885176062414925,1.4142135623730951,2.0722867839568666,AB_N30,1,3.0
37,2,76,0.3184900956276514,0.37452806410508765,0.05603796847743625,1.08239220030269,1.8747582845835908,AB_N30,1,3.0
122,4,26,0.7795740206203929,0.8500110194675056,0.07043699884711263,0.76536686473746,1.3256542960990934,AB_N30,1,3.0
65,4,226,0.5072982529506317,0.5731648119496482,0.0658665589990165,1.4142135623730951,1.3693459457125612,AB_N30,1,3.0
6,3,116,0.24338846923686663,0.26943496230276864,0.02604649306590201,1.8477590650018818,2.521981303095105,AB_N30,2,2.0
85,3,653,0.8341028041692096,0.8516715711940321,0.017568767024822574,0.76536686473746,1.6583777126814612,AB_N30,2,2.0
41,3,434,0.45215553702137545,0.46267846859852013,0.010522931577144679,0.7653668647757284,2.259547675373219,AB_N30,2,2.0
12,2,571,0.16771237301477193,0.19172861163964616,0.02401623862487423,0.76536686473746,0.252834208375002,AB_N30,2,2.0
133,4,72,0.9471625859905337,0.9547642676555176,0.0076016816649838725,0.0,1.53073372947492,AB_N30,2,2.0
47,2,751,0.48771472470177113,0.5244995687319769,0.036784844030205766,0.76536686473746,1.424583185209096,AB_N30,2,2.0
97,4,163,0.6938511365778686,0.7533717964328889,0.05952065985502031,0.0,1.1589416510723252,AB_N30,2,2.0
40,2,203,0.3700610806286927,0.4176107440431812,0.04754966341448852,0.765366864645072,0.8801154786046341,AB_N30,2,2.0
66,2,325,0.6434865001842593,0.654009431761404,0.010522931577144679,0.7653668646833404,1.057236494857812,AB_N30,2,2.0
29,5,414,0.26869336328052107,0.27951962009927667,0.010826256818755597,1.4142135624,1.7691642984886506,AB_N30,2,2.0
122,6,351,0.9019940285846728,0.9375491233964759,0.03555509481180308,0.0,1.4736257581453152,AB_N30,2,2.0
147,5,5,0.8586954753364128,0.9173027484405163,0.05860727310410352,0.76536686473746,1.4736257582025531,AB_N30,2,2.0
97,3,37,0.805542623520955,0.8235805372288669,0.018037913707911968,0.76536686473746,1.6905219242794085,AB_N30,2,2.0
77,3,431,0.5942679050048385,0.6324645255378234,0.03819662053298489,0.0,1.424583185209096,AB_N30,2,2.0
15,1,127,0.2667475715300315,0.2945330910204279,0.027785519490396426,1.84775906504015,1.4736257582025531,AB_N30,2,2.0
6,2,619,0.21441766180374833,0.24839941381512254,0.03398175201137421,0.76536686473746,1.3737909694664376,AB_N30,2,2.0
63,5,194,0.4590086657150959,0.5124740045178404,0.05346533880274451,0.765366864645072,1.836459365730833,AB_N30,2,2.0
65,3,450,0.630159242892887,0.6588976998361433,0.028738456943256274,0.76536686473746,1.5950410268191724,AB_N30,2,2.0
68,3,621,0.5214955600609916,0.5864895338504459,0.06499397378945426,0.76536686473746,0.9574648188200673,AB_N30,2,2.0
